INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-08-16T07:00:00-00:00,2022-08-16T07:15:00-00:00,2022-08-16,01,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,87.58975,1,1
2022-08-16T08:00:00-00:00,2022-08-16T08:15:00-00:00,2022-08-16,02,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,96.39921,1,1
2022-08-16T09:00:00-00:00,2022-08-16T09:15:00-00:00,2022-08-16,03,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,89.40732,1,1
2022-08-16T10:00:00-00:00,2022-08-16T10:15:00-00:00,2022-08-16,04,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,89.24971,1,1
2022-08-16T11:00:00-00:00,2022-08-16T11:15:00-00:00,2022-08-16,05,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,87.14059,1,1
2022-08-16T12:00:00-00:00,2022-08-16T12:15:00-00:00,2022-08-16,06,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,88.97346,1,1
2022-08-16T13:00:00-00:00,2022-08-16T13:15:00-00:00,2022-08-16,07,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,98.32223,1,1
2022-08-16T14:00:00-00:00,2022-08-16T14:15:00-00:00,2022-08-16,08,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,98.0161,1,1
2022-08-16T15:00:00-00:00,2022-08-16T15:15:00-00:00,2022-08-16,09,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,73.87755,1,1
2022-08-16T16:00:00-00:00,2022-08-16T16:15:00-00:00,2022-08-16,10,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,72.75147,1,1
2022-08-16T17:00:00-00:00,2022-08-16T17:15:00-00:00,2022-08-16,11,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,77.77764,1,1
2022-08-16T18:00:00-00:00,2022-08-16T18:15:00-00:00,2022-08-16,12,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,79.99862,1,1
2022-08-16T19:00:00-00:00,2022-08-16T19:15:00-00:00,2022-08-16,13,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,84.17923,1,1
2022-08-16T20:00:00-00:00,2022-08-16T20:15:00-00:00,2022-08-16,14,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,87.96729,1,1
2022-08-16T21:00:00-00:00,2022-08-16T21:15:00-00:00,2022-08-16,15,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,43.31625,1,1
2022-08-16T22:00:00-00:00,2022-08-16T22:15:00-00:00,2022-08-16,16,CREELMAN_6_N014,CREELMAN_6_N014,CREELMAN_6_N014,RTPD,LMP,LMP_PRC,CREELMAN_6_N014,ALL,1,79.62791,1,1
