,Unnamed: 0,AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,CEC Plant ID,Energy_Source,Lng,Lat,TAC_AREA_ID,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT
0,0,AS_SP15,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1,S0330,SUN,-119.126866276,35.4504790500001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
1,1,AS_NP26,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1,S0330,SUN,-119.126866276,35.4504790500001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
2,2,AS_SP26,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5,S0318,SUN,-118.327813305,34.693482073,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
3,3,AS_SP15,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5,S0318,SUN,-118.327813305,34.693482073,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
4,4,AS_NP26,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7,S0421,SUN,-120.323966958,37.1210424110001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
5,5,AS_NP15,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7,S0421,SUN,-120.323966958,37.1210424110001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
6,6,AS_NP26,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8,T0023,GEO,-122.881086915,38.833908857,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
7,7,AS_NP15,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8,T0023,GEO,-122.881086915,38.833908857,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
8,8,AS_NP15,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9,S0312,SUN,-120.385045904,36.6155305620001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
9,9,AS_NP26,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9,S0312,SUN,-120.385045904,36.6155305620001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
10,10,AS_SP15,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10,S0308,SUN,-118.952082595,35.1058738510001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
11,11,AS_NP26,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10,S0308,SUN,-118.952082595,35.1058738510001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
12,12,AS_NP26,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,,22M7_DB114,2022-07-28T00:00:00,18,G0904,NG,-120.099883466,36.6170139290001,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
13,13,AS_NP15,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,,22M7_DB114,2022-07-28T00:00:00,18,G0904,NG,-120.099883466,36.6170139290001,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
14,14,AS_NP26,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,,22M7_DB114,2022-07-28T00:00:00,20,G0384,NG,-120.099418208,36.617087111,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
15,15,AS_NP15,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,,22M7_DB114,2022-07-28T00:00:00,20,G0384,NG,-120.099418208,36.617087111,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
16,16,AS_SP15,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23,S0242,SUN,-113.497197431,32.983883351,TAC_SOUTH,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
17,17,AS_SP26,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23,S0242,SUN,-113.497197431,32.983883351,TAC_SOUTH,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
18,18,AS_NP15,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27,S0702,,-119.907436207,36.2242586400001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
19,19,AS_NP26,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27,S0702,,-119.907436207,36.2242586400001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
20,20,AS_SP26,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43,H0058,WAT,-118.685834013,34.815441246,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
21,21,AS_SP15,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43,H0058,WAT,-118.685834013,34.815441246,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
22,22,AS_SP15,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66,S0247,SUN,-119.437353631,35.9019700000001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
23,23,AS_NP26,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66,S0247,SUN,-119.437353631,35.9019700000001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
24,24,AS_SP15,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67,S0246,SUN,-119.439413157,35.8951299840001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
25,25,AS_NP26,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67,S0246,SUN,-119.439413157,35.8951299840001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
26,26,AS_SP26,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68,W0415,WND,-118.214366669,35.0397321200001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
27,27,AS_SP15,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68,W0415,WND,-118.214366669,35.0397321200001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
28,28,AS_SP26,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70,W0388,WND,-118.256013726,35.0062004110001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
29,29,AS_SP15,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70,W0388,WND,-118.256013726,35.0062004110001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
30,30,AS_SP15,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71,W0389,WND,-118.237641928,35.000791674,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
31,31,AS_SP26,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71,W0389,WND,-118.237641928,35.000791674,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
32,32,AS_SP26,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72,W0393,WND,-118.241637009,35.030570314,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
33,33,AS_SP15,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72,W0393,WND,-118.241637009,35.030570314,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
34,34,AS_SP15,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73,W0370,WND,-118.369035137,35.0379581400001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
35,35,AS_SP26,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73,W0370,WND,-118.369035137,35.0379581400001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
36,36,AS_SP26,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74,W0372,WND,-118.308529093,35.0151854850001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
37,37,AS_SP15,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74,W0372,WND,-118.308529093,35.0151854850001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
38,38,AS_SP26,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75,W0387,WND,-118.297784557,35.0135445920001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
39,39,AS_SP15,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75,W0387,WND,-118.297784557,35.0135445920001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
40,40,AS_SP15,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76,W0406,WND,-118.317564486,35.051070769,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
41,41,AS_SP26,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76,W0406,WND,-118.317564486,35.051070769,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
42,42,AS_SP15,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77,W0442,WND,-118.392099398,35.06712422,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
43,43,AS_SP26,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77,W0442,WND,-118.392099398,35.06712422,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
44,44,AS_SP26,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78,W0441,WND,-118.213370643,35.0699857130001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
45,45,AS_SP15,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78,W0441,WND,-118.213370643,35.0699857130001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
46,46,AS_NP26,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79,W0346,,-121.579023295,37.767286325,TAC_NORTH,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
47,47,AS_NP15,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79,W0346,,-121.579023295,37.767286325,TAC_NORTH,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
48,48,AS_SP15,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84,W0479,WND,-116.543666116,33.907882065,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
49,49,AS_SP26,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84,W0479,WND,-116.543666116,33.907882065,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
50,50,AS_SP15,GEN,ANAHM_7_CT,ANAHEIMG_7_B1,25203_ANAHEIMG_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,96,G0026,,-117.855971679,33.8536487750001,TAC_ECNTR,TAC_ECNTR,,2020-07-01T00:00:00,2030-12-31T23:59:59,2020-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
51,51,AS_SP26,GEN,ANAHM_7_CT,ANAHEIMG_7_B1,25203_ANAHEIMG_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,96,G0026,,-117.855971679,33.8536487750001,TAC_ECNTR,TAC_ECNTR,,2020-07-01T00:00:00,2030-12-31T23:59:59,2020-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
52,52,AS_SP26,GEN,ANTLPE_2_QF,ANTLPE_2_QF-APND,,22M7_DB114,2022-07-28T00:00:00,107,W0463,WND,-118.341826478,35.058021898,TAC_ECNTR,TAC_ECNTR,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
53,53,AS_SP15,GEN,ANTLPE_2_QF,ANTLPE_2_QF-APND,,22M7_DB114,2022-07-28T00:00:00,107,W0463,WND,-118.341826478,35.058021898,TAC_ECNTR,TAC_ECNTR,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
54,54,AS_NP15,GEN,APLHIL_1_SLABCK,APPLEHL_1_N004,32252_APPLE HL_115_GUM1,22M7_DB114,2022-07-28T00:00:00,115,H0482,,-120.698105563,38.7725535970001,TAC_NORTH,TAC_NORTH,,2022-02-01T00:00:00,2030-12-31T23:59:59,2022-02-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
55,55,AS_NP26,GEN,APLHIL_1_SLABCK,APPLEHL_1_N004,32252_APPLE HL_115_GUM1,22M7_DB114,2022-07-28T00:00:00,115,H0482,,-120.698105563,38.7725535970001,TAC_NORTH,TAC_NORTH,,2022-02-01T00:00:00,2030-12-31T23:59:59,2022-02-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
56,56,AS_SP15,GEN,AQUAWS_2_AQWSR1,AQUAWS_2_AQWSR1-APND,,22M7_DB114,2022-07-28T00:00:00,118,S0721,SUN,-119.923223343,36.189386025,TAC_NORTH,TAC_NORTH,,2022-01-14T00:00:00,2030-12-31T23:59:59,2022-01-14T08:00:00-00:00,2031-01-01T07:59:59-00:00
57,57,AS_NP26,GEN,AQUAWS_2_AQWSR1,AQUAWS_2_AQWSR1-APND,,22M7_DB114,2022-07-28T00:00:00,118,S0721,SUN,-119.923223343,36.189386025,TAC_NORTH,TAC_NORTH,,2022-01-14T00:00:00,2030-12-31T23:59:59,2022-01-14T08:00:00-00:00,2031-01-01T07:59:59-00:00
58,58,AS_SP26,GEN,ARBWD_6_QF,ARBWIND_6_N001,24457_ARBWIND _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,124,W0320,WND,-118.306775377,35.1047734630001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
59,59,AS_SP15,GEN,ARBWD_6_QF,ARBWIND_6_N001,24457_ARBWIND _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,124,W0320,WND,-118.306775377,35.1047734630001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
60,60,AS_SP26,GEN,ARCOGN_2_UNITS,ARCO1G_7_B1,24011_ARCO  1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,127,G0035,NG,-118.244568308,33.8165534240001,TAC_ECNTR,TAC_ECNTR,,2022-07-14T00:00:00,2030-12-31T23:59:59,2022-07-14T07:00:00-00:00,2031-01-01T07:59:59-00:00
61,61,AS_SP15,GEN,ARCOGN_2_UNITS,ARCO1G_7_B1,24011_ARCO  1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,127,G0035,NG,-118.244568308,33.8165534240001,TAC_ECNTR,TAC_ECNTR,,2022-07-14T00:00:00,2030-12-31T23:59:59,2022-07-14T07:00:00-00:00,2031-01-01T07:59:59-00:00
62,62,AS_SP15,GEN,ARVINN_6_ORION1,S621AC_7_N001,39023_S621AC  _24.5_GU1,22M7_DB114,2022-07-28T00:00:00,139,S0306,SUN,-118.888702023,35.1453629960001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
63,63,AS_NP26,GEN,ARVINN_6_ORION1,S621AC_7_N001,39023_S621AC  _24.5_GU1,22M7_DB114,2022-07-28T00:00:00,139,S0306,SUN,-118.888702023,35.1453629960001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
64,64,AS_NP26,GEN,ARVINN_6_ORION2,S621AC_7_N002,39023_S621AC  _24.5_GU2,22M7_DB114,2022-07-28T00:00:00,140,S0307,SUN,-119.904142251,36.256112344,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
65,65,AS_SP15,GEN,ARVINN_6_ORION2,S621AC_7_N002,39023_S621AC  _24.5_GU2,22M7_DB114,2022-07-28T00:00:00,140,S0307,SUN,-119.904142251,36.256112344,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
66,66,AS_SP15,GEN,ASTORA_2_SOLAR1,ASTORIA1_7_N001,29415_ASTORIA1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,148,S0536,SUN,-118.456266843,34.8438320180001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
67,67,AS_SP26,GEN,ASTORA_2_SOLAR1,ASTORIA1_7_N001,29415_ASTORIA1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,148,S0536,SUN,-118.456266843,34.8438320180001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
68,68,AS_SP26,GEN,ASTORA_2_SOLAR2,ASTORIA2_7_N001,29416_ASTORIA2_34.5_GU2,22M7_DB114,2022-07-28T00:00:00,149,S0537,SUN,-118.469741307,34.831179924,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
69,69,AS_SP15,GEN,ASTORA_2_SOLAR2,ASTORIA2_7_N001,29416_ASTORIA2_34.5_GU2,22M7_DB114,2022-07-28T00:00:00,149,S0537,SUN,-118.469741307,34.831179924,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
70,70,AS_NP26,GEN,ATWEL2_1_SOLAR1,Q482_7_N001,35014_Q482    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,157,S0336,SUN,-119.459697401,35.8154683930001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
71,71,AS_SP15,GEN,ATWEL2_1_SOLAR1,Q482_7_N001,35014_Q482    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,157,S0336,SUN,-119.459697401,35.8154683930001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
72,72,AS_NP26,GEN,ATWELL_1_SOLAR,ATWELL_1_N001,34427_ATWELL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,158,S0323,SUN,-119.452756788,35.8785907500001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
73,73,AS_SP15,GEN,ATWELL_1_SOLAR,ATWELL_1_N001,34427_ATWELL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,158,S0323,SUN,-119.452756788,35.8785907500001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
74,74,AS_NP26,GEN,AVENAL_6_AVPARK,AVENAL_6_GN001,34546_AVENAL  _70.0_GUS1,22M7_DB114,2022-07-28T00:00:00,164,S0126,SUN,-120.105278871,35.991564742,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
75,75,AS_SP15,GEN,AVENAL_6_AVPARK,AVENAL_6_GN001,34546_AVENAL  _70.0_GUS1,22M7_DB114,2022-07-28T00:00:00,164,S0126,SUN,-120.105278871,35.991564742,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
