,AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,CEC Plant ID,Lng,Lat
0,AS_SP15,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1,S0330,-119.126866276,35.4504790500001
1,AS_NP26,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1,S0330,-119.126866276,35.4504790500001
2,AS_SP26,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5,S0318,-118.327813305,34.693482073
3,AS_SP15,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5,S0318,-118.327813305,34.693482073
4,AS_NP26,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7,S0421,-120.323966958,37.1210424110001
5,AS_NP15,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7,S0421,-120.323966958,37.1210424110001
6,AS_NP26,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8,T0023,-122.881086915,38.833908857
7,AS_NP15,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8,T0023,-122.881086915,38.833908857
8,AS_NP15,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9,S0312,-120.385045904,36.6155305620001
9,AS_NP26,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9,S0312,-120.385045904,36.6155305620001
10,AS_SP15,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10,S0308,-118.952082595,35.1058738510001
11,AS_NP26,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10,S0308,-118.952082595,35.1058738510001
12,AS_NP26,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,,22M7_DB114,2022-07-28T00:00:00,18,G0904,-120.099883466,36.6170139290001
13,AS_NP15,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,,22M7_DB114,2022-07-28T00:00:00,18,G0904,-120.099883466,36.6170139290001
14,AS_NP26,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,,22M7_DB114,2022-07-28T00:00:00,20,G0384,-120.099418208,36.617087111
15,AS_NP15,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,,22M7_DB114,2022-07-28T00:00:00,20,G0384,-120.099418208,36.617087111
16,AS_SP15,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23,S0242,-113.497197431,32.983883351
17,AS_SP26,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23,S0242,-113.497197431,32.983883351
18,AS_NP15,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27,S0702,-119.907436207,36.2242586400001
19,AS_NP26,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27,S0702,-119.907436207,36.2242586400001
20,AS_SP26,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43,H0058,-118.685834013,34.815441246
21,AS_SP15,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43,H0058,-118.685834013,34.815441246
22,AS_SP15,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66,S0247,-119.437353631,35.9019700000001
23,AS_NP26,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66,S0247,-119.437353631,35.9019700000001
24,AS_SP15,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67,S0246,-119.439413157,35.8951299840001
25,AS_NP26,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67,S0246,-119.439413157,35.8951299840001
26,AS_SP26,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68,W0415,-118.214366669,35.0397321200001
27,AS_SP15,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68,W0415,-118.214366669,35.0397321200001
28,AS_SP26,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70,W0388,-118.256013726,35.0062004110001
29,AS_SP15,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70,W0388,-118.256013726,35.0062004110001
30,AS_SP15,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71,W0389,-118.237641928,35.000791674
31,AS_SP26,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71,W0389,-118.237641928,35.000791674
32,AS_SP26,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72,W0393,-118.241637009,35.030570314
33,AS_SP15,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72,W0393,-118.241637009,35.030570314
34,AS_SP15,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73,W0370,-118.369035137,35.0379581400001
35,AS_SP26,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73,W0370,-118.369035137,35.0379581400001
36,AS_SP26,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74,W0372,-118.308529093,35.0151854850001
37,AS_SP15,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74,W0372,-118.308529093,35.0151854850001
38,AS_SP26,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75,W0387,-118.297784557,35.0135445920001
39,AS_SP15,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75,W0387,-118.297784557,35.0135445920001
40,AS_SP15,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76,W0406,-118.317564486,35.051070769
41,AS_SP26,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76,W0406,-118.317564486,35.051070769
42,AS_SP15,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77,W0442,-118.392099398,35.06712422
43,AS_SP26,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77,W0442,-118.392099398,35.06712422
44,AS_SP26,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78,W0441,-118.213370643,35.0699857130001
45,AS_SP15,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78,W0441,-118.213370643,35.0699857130001
46,AS_NP26,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79,W0346,-121.579023295,37.767286325
47,AS_NP15,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79,W0346,-121.579023295,37.767286325
48,AS_SP15,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84,W0479,-116.543666116,33.907882065
49,AS_SP26,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84,W0479,-116.543666116,33.907882065
50,AS_SP15,GEN,ANAHM_7_CT,ANAHEIMG_7_B1,25203_ANAHEIMG_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,96,G0026,-117.855971679,33.8536487750001
51,AS_SP26,GEN,ANAHM_7_CT,ANAHEIMG_7_B1,25203_ANAHEIMG_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,96,G0026,-117.855971679,33.8536487750001
52,AS_SP26,GEN,ANTLPE_2_QF,ANTLPE_2_QF-APND,,22M7_DB114,2022-07-28T00:00:00,107,W0463,-118.341826478,35.058021898
53,AS_SP15,GEN,ANTLPE_2_QF,ANTLPE_2_QF-APND,,22M7_DB114,2022-07-28T00:00:00,107,W0463,-118.341826478,35.058021898
54,AS_NP15,GEN,APLHIL_1_SLABCK,APPLEHL_1_N004,32252_APPLE HL_115_GUM1,22M7_DB114,2022-07-28T00:00:00,115,H0482,-120.698105563,38.7725535970001
55,AS_NP26,GEN,APLHIL_1_SLABCK,APPLEHL_1_N004,32252_APPLE HL_115_GUM1,22M7_DB114,2022-07-28T00:00:00,115,H0482,-120.698105563,38.7725535970001
56,AS_SP15,GEN,AQUAWS_2_AQWSR1,AQUAWS_2_AQWSR1-APND,,22M7_DB114,2022-07-28T00:00:00,118,S0721,-119.923223343,36.189386025
57,AS_NP26,GEN,AQUAWS_2_AQWSR1,AQUAWS_2_AQWSR1-APND,,22M7_DB114,2022-07-28T00:00:00,118,S0721,-119.923223343,36.189386025
58,AS_SP26,GEN,ARBWD_6_QF,ARBWIND_6_N001,24457_ARBWIND _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,124,W0320,-118.306775377,35.1047734630001
59,AS_SP15,GEN,ARBWD_6_QF,ARBWIND_6_N001,24457_ARBWIND _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,124,W0320,-118.306775377,35.1047734630001
60,AS_SP26,GEN,ARCOGN_2_UNITS,ARCO1G_7_B1,24011_ARCO  1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,127,G0035,-118.244568308,33.8165534240001
61,AS_SP15,GEN,ARCOGN_2_UNITS,ARCO1G_7_B1,24011_ARCO  1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,127,G0035,-118.244568308,33.8165534240001
62,AS_SP15,GEN,ARVINN_6_ORION1,S621AC_7_N001,39023_S621AC  _24.5_GU1,22M7_DB114,2022-07-28T00:00:00,139,S0306,-118.888702023,35.1453629960001
63,AS_NP26,GEN,ARVINN_6_ORION1,S621AC_7_N001,39023_S621AC  _24.5_GU1,22M7_DB114,2022-07-28T00:00:00,139,S0306,-118.888702023,35.1453629960001
64,AS_NP26,GEN,ARVINN_6_ORION2,S621AC_7_N002,39023_S621AC  _24.5_GU2,22M7_DB114,2022-07-28T00:00:00,140,S0307,-119.904142251,36.256112344
65,AS_SP15,GEN,ARVINN_6_ORION2,S621AC_7_N002,39023_S621AC  _24.5_GU2,22M7_DB114,2022-07-28T00:00:00,140,S0307,-119.904142251,36.256112344
66,AS_SP15,GEN,ASTORA_2_SOLAR1,ASTORIA1_7_N001,29415_ASTORIA1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,148,S0536,-118.456266843,34.8438320180001
67,AS_SP26,GEN,ASTORA_2_SOLAR1,ASTORIA1_7_N001,29415_ASTORIA1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,148,S0536,-118.456266843,34.8438320180001
68,AS_SP26,GEN,ASTORA_2_SOLAR2,ASTORIA2_7_N001,29416_ASTORIA2_34.5_GU2,22M7_DB114,2022-07-28T00:00:00,149,S0537,-118.469741307,34.831179924
69,AS_SP15,GEN,ASTORA_2_SOLAR2,ASTORIA2_7_N001,29416_ASTORIA2_34.5_GU2,22M7_DB114,2022-07-28T00:00:00,149,S0537,-118.469741307,34.831179924
70,AS_NP26,GEN,ATWEL2_1_SOLAR1,Q482_7_N001,35014_Q482    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,157,S0336,-119.459697401,35.8154683930001
71,AS_SP15,GEN,ATWEL2_1_SOLAR1,Q482_7_N001,35014_Q482    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,157,S0336,-119.459697401,35.8154683930001
72,AS_NP26,GEN,ATWELL_1_SOLAR,ATWELL_1_N001,34427_ATWELL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,158,S0323,-119.452756788,35.8785907500001
73,AS_SP15,GEN,ATWELL_1_SOLAR,ATWELL_1_N001,34427_ATWELL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,158,S0323,-119.452756788,35.8785907500001
74,AS_NP26,GEN,AVENAL_6_AVPARK,AVENAL_6_GN001,34546_AVENAL  _70.0_GUS1,22M7_DB114,2022-07-28T00:00:00,164,S0126,-120.105278871,35.991564742
75,AS_SP15,GEN,AVENAL_6_AVPARK,AVENAL_6_GN001,34546_AVENAL  _70.0_GUS1,22M7_DB114,2022-07-28T00:00:00,164,S0126,-120.105278871,35.991564742
76,AS_NP26,GEN,AVENAL_6_AVSLR1,AVENGEN_7_N001,34547_AVEN GEN_21.0_GUS1,22M7_DB114,2022-07-28T00:00:00,165,S0585,-120.151357194,35.9958482760001
77,AS_SP15,GEN,AVENAL_6_AVSLR1,AVENGEN_7_N001,34547_AVEN GEN_21.0_GUS1,22M7_DB114,2022-07-28T00:00:00,165,S0585,-120.151357194,35.9958482760001
78,AS_SP15,GEN,AVENAL_6_SANDDG,AVENAL_6_GN002,34546_AVENAL  _70.0_GUS2,22M7_DB114,2022-07-28T00:00:00,167,S0131,-120.101198644,35.980673853
79,AS_NP26,GEN,AVENAL_6_SANDDG,AVENAL_6_GN002,34546_AVENAL  _70.0_GUS2,22M7_DB114,2022-07-28T00:00:00,167,S0131,-120.101198644,35.980673853
80,AS_SP15,GEN,AVENAL_6_SUNCTY,AVENAL_6_GN003,34546_AVENAL  _70.0_GUS3,22M7_DB114,2022-07-28T00:00:00,168,S0127,-120.102850359,35.9848676980001
81,AS_NP26,GEN,AVENAL_6_SUNCTY,AVENAL_6_GN003,34546_AVENAL  _70.0_GUS3,22M7_DB114,2022-07-28T00:00:00,168,S0127,-120.102850359,35.9848676980001
82,AS_SP15,GEN,AVSOLR_2_SOLAR,AVSOLAR_7_N008,29410_AVSOLAR _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,174,S0241,-118.425550472,34.780709792
83,AS_SP26,GEN,AVSOLR_2_SOLAR,AVSOLAR_7_N008,29410_AVSOLAR _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,174,S0241,-118.425550472,34.780709792
84,AS_NP26,GEN,BAHIA_7_UNITA1,EXXONBH_7_B2,30464_EXXON_BH_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,182,G0902,-122.138445908,38.0718971960001
85,AS_NP15,GEN,BAHIA_7_UNITA1,EXXONBH_7_B2,30464_EXXON_BH_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,182,G0902,-122.138445908,38.0718971960001
86,AS_NP26,GEN,BALCHS_7_UNIT 1,BALCH1_7_B2,34624_BALCH 1 _13.2_GU1,22M7_DB114,2022-07-28T00:00:00,187,H0019,-119.087798432,36.9090862260001
87,AS_NP15,GEN,BALCHS_7_UNIT 1,BALCH1_7_B2,34624_BALCH 1 _13.2_GU1,22M7_DB114,2022-07-28T00:00:00,187,H0019,-119.087798432,36.9090862260001
88,AS_NP15,GEN,BANGOR_6_HYDRO,BANGOR_6_N004,31658_BANGOR  _60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,191,H0544,-121.313705942,39.3226038180001
89,AS_NP26,GEN,BANGOR_6_HYDRO,BANGOR_6_N004,31658_BANGOR  _60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,191,H0544,-121.313705942,39.3226038180001
90,AS_SP26,GEN,BARRE_6_PEAKER,BARPKGEN_7_B1,28309_BARPKGEN_13.8_GUPK,22M7_DB114,2022-07-28T00:00:00,216,G9111,-117.982851441,33.8073185040001
91,AS_SP15,GEN,BARRE_6_PEAKER,BARPKGEN_7_B1,28309_BARPKGEN_13.8_GUPK,22M7_DB114,2022-07-28T00:00:00,216,G9111,-117.982851441,33.8073185040001
92,AS_NP15,GEN,BASICE_2_UNITS,BAFCOG12_7_B1,36202_BAFCOG12_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,223,G0019,-121.127525401,36.2252920330001
93,AS_NP26,GEN,BASICE_2_UNITS,BAFCOG12_7_B1,36202_BAFCOG12_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,223,G0019,-121.127525401,36.2252920330001
94,AS_NP26,GEN,BDGRCK_1_UNITS,BADGERCK_7_N001,34727_BADGERCK_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,237,G0040,-119.029899152,35.483717782
95,AS_SP15,GEN,BDGRCK_1_UNITS,BADGERCK_7_N001,34727_BADGERCK_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,237,G0040,-119.029899152,35.483717782
96,AS_NP15,GEN,BEARDS_7_UNIT 1,BEARDSLY_7_B1,34074_BEARDSLY_ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,240,H0022,-120.077044233,38.2025342370001
97,AS_NP26,GEN,BEARDS_7_UNIT 1,BEARDSLY_7_B1,34074_BEARDSLY_ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,240,H0022,-120.077044233,38.2025342370001
98,AS_SP15,GEN,BEARMT_1_UNIT,PSE-BEAR_7_B1,35066_PSE-BEAR_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,242,G0428,-118.926543442,35.419143822
99,AS_NP26,GEN,BEARMT_1_UNIT,PSE-BEAR_7_B1,35066_PSE-BEAR_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,242,G0428,-118.926543442,35.419143822
100,AS_NP26,GEN,BELDEN_7_UNIT 1,BELDEN_7_B1,31784_BELDEN  _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,246,H0023,-121.249406355,40.00751132
101,AS_NP15,GEN,BELDEN_7_UNIT 1,BELDEN_7_B1,31784_BELDEN  _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,246,H0023,-121.249406355,40.00751132
102,AS_SP26,GEN,BGSKYN_2_AS2SR1,BSKYNPM_7_N001,27481_BSKYNPM _34.5_GUA2,22M7_DB114,2022-07-28T00:00:00,287,S0663,-118.312808649,34.7540767360001
103,AS_SP15,GEN,BGSKYN_2_AS2SR1,BSKYNPM_7_N001,27481_BSKYNPM _34.5_GUA2,22M7_DB114,2022-07-28T00:00:00,287,S0663,-118.312808649,34.7540767360001
104,AS_SP26,GEN,BGSKYN_2_ASSR3A,BSKYNPM_7_N003,27481_BSKYNPM _34.5_GU3A,22M7_DB114,2022-07-28T00:00:00,290,S0716,-118.324380052,34.7259514960001
105,AS_SP15,GEN,BGSKYN_2_ASSR3A,BSKYNPM_7_N003,27481_BSKYNPM _34.5_GU3A,22M7_DB114,2022-07-28T00:00:00,290,S0716,-118.324380052,34.7259514960001
106,AS_SP15,GEN,BGSKYN_2_BS3SR3,BGSKYGN3_7_N001,29773_BGSKYGN3_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,292,S0694,-118.299861119,34.73354497
107,AS_SP26,GEN,BGSKYN_2_BS3SR3,BGSKYGN3_7_N001,29773_BGSKYGN3_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,292,S0694,-118.299861119,34.73354497
108,AS_SP15,GEN,BIGCRK_2_EXESWD,BIGCRK_2_EXESWD-APND,,22M7_DB114,2022-07-28T00:00:00,295,H0499,-119.159100559,37.2569365750001
109,AS_SP26,GEN,BIGCRK_2_EXESWD,BIGCRK_2_EXESWD-APND,,22M7_DB114,2022-07-28T00:00:00,295,H0499,-119.159100559,37.2569365750001
110,AS_SP26,GEN,BIGSKY_2_BSKSR6,BIGSK230_2_N022,24386_BIGSKGN6_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,303,S0615,-118.298337752,34.6678126150001
111,AS_SP15,GEN,BIGSKY_2_BSKSR6,BIGSK230_2_N022,24386_BIGSKGN6_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,303,S0615,-118.298337752,34.6678126150001
112,AS_SP26,GEN,BIGSKY_2_BSKSR7,BIGSK230_2_N023,24387_BIGSKGN7_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,304,S0613,-118.314075185,34.6782999770001
113,AS_SP15,GEN,BIGSKY_2_BSKSR7,BIGSK230_2_N023,24387_BIGSKGN7_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,304,S0613,-118.314075185,34.6782999770001
114,AS_SP15,GEN,BIGSKY_2_BSKSR8,BIGSK230_2_N024,24388_BIGSKGN8_34.5_GUS8,22M7_DB114,2022-07-28T00:00:00,305,S0614,-118.314075283,34.6813341500001
115,AS_SP26,GEN,BIGSKY_2_BSKSR8,BIGSK230_2_N024,24388_BIGSKGN8_34.5_GUS8,22M7_DB114,2022-07-28T00:00:00,305,S0614,-118.314075283,34.6813341500001
116,AS_SP15,GEN,BIGSKY_2_SOLAR1,BIGSKGN1_7_N001,24394_BIGSKGN1_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,306,S0548,-118.287237522,34.6914719930001
117,AS_SP26,GEN,BIGSKY_2_SOLAR1,BIGSKGN1_7_N001,24394_BIGSKGN1_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,306,S0548,-118.287237522,34.6914719930001
118,AS_SP15,GEN,BIGSKY_2_SOLAR2,BIGSKGN2_7_N001,24396_BIGSKGN2_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,307,S0556,-118.303378619,34.726918154
119,AS_SP26,GEN,BIGSKY_2_SOLAR2,BIGSKGN2_7_N001,24396_BIGSKGN2_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,307,S0556,-118.303378619,34.726918154
120,AS_SP26,GEN,BIGSKY_2_SOLAR3,BIGSKGN3_7_N001,24393_BIGSKGN3_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,308,S0559,-118.312748915,34.7156817600001
121,AS_SP15,GEN,BIGSKY_2_SOLAR3,BIGSKGN3_7_N001,24393_BIGSKGN3_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,308,S0559,-118.312748915,34.7156817600001
122,AS_SP26,GEN,BIGSKY_2_SOLAR4,BIGSKGN4_7_N001,24395_BIGSKGN4_34.5_GUS4,22M7_DB114,2022-07-28T00:00:00,309,S0568,-118.312843264,34.687235533
123,AS_SP15,GEN,BIGSKY_2_SOLAR4,BIGSKGN4_7_N001,24395_BIGSKGN4_34.5_GUS4,22M7_DB114,2022-07-28T00:00:00,309,S0568,-118.312843264,34.687235533
124,AS_SP15,GEN,BIGSKY_2_SOLAR5,BIGSKGN5_7_N001,24389_BIGSK534_34.5_GUS5,22M7_DB114,2022-07-28T00:00:00,310,S0553,-118.3126743,34.6638673460001
125,AS_SP26,GEN,BIGSKY_2_SOLAR5,BIGSKGN5_7_N001,24389_BIGSK534_34.5_GUS5,22M7_DB114,2022-07-28T00:00:00,310,S0553,-118.3126743,34.6638673460001
126,AS_SP15,GEN,BIGSKY_2_SOLAR6,BIGSKGN6_7_N001,24390_BIGSK434_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,311,S0558,-118.293618831,34.661296672
127,AS_SP26,GEN,BIGSKY_2_SOLAR6,BIGSKGN6_7_N001,24390_BIGSK434_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,311,S0558,-118.293618831,34.661296672
128,AS_SP15,GEN,BIGSKY_2_SOLAR7,BIGSKGN7_7_N001,24389_BIGSK534_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,312,S0552,-118.285581707,34.656085595
129,AS_SP26,GEN,BIGSKY_2_SOLAR7,BIGSKGN7_7_N001,24389_BIGSK534_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,312,S0552,-118.285581707,34.656085595
130,AS_NP15,GEN,BIOMAS_1_UNIT 1,WOODLAND_7_B1,32156_WOODLAND_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,314,E0105,-121.736941959,38.6908514770001
131,AS_NP26,GEN,BIOMAS_1_UNIT 1,WOODLAND_7_B1,32156_WOODLAND_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,314,E0105,-121.736941959,38.6908514770001
132,AS_SP26,GEN,BISHOP_1_ALAMO,BSPHYD26_7_N001,24709_BSPHYD26_55.0_GU26,22M7_DB114,2022-07-28T00:00:00,315,H0045,-118.462752391,37.349970614
133,AS_SP15,GEN,BISHOP_1_ALAMO,BSPHYD26_7_N001,24709_BSPHYD26_55.0_GU26,22M7_DB114,2022-07-28T00:00:00,315,H0045,-118.462752391,37.349970614
134,AS_SP26,GEN,BISHOP_1_UNITS,BSPHYD34_1_N001,24710_BSPHYD34_115_GU34,22M7_DB114,2022-07-28T00:00:00,316,H0043,-118.50183963,37.3229965880001
135,AS_SP15,GEN,BISHOP_1_UNITS,BSPHYD34_1_N001,24710_BSPHYD34_115_GU34,22M7_DB114,2022-07-28T00:00:00,316,H0043,-118.50183963,37.3229965880001
136,AS_NP26,GEN,BKRFLD_2_SOLAR1,BKR111_7_N002,30951_BKR111  _21.6_GU1,22M7_DB114,2022-07-28T00:00:00,319,S9027,-119.104013249,35.3466474580001
137,AS_SP15,GEN,BKRFLD_2_SOLAR1,BKR111_7_N002,30951_BKR111  _21.6_GU1,22M7_DB114,2022-07-28T00:00:00,319,S9027,-119.104013249,35.3466474580001
138,AS_SP26,GEN,BLAST_1_WIND,BLAST_7_N005,24840_BLAST   _34.5_GUWD,22M7_DB114,2022-07-28T00:00:00,323,W0430,-116.562557515,33.8823783990001
139,AS_SP15,GEN,BLAST_1_WIND,BLAST_7_N005,24840_BLAST   _34.5_GUWD,22M7_DB114,2022-07-28T00:00:00,323,W0430,-116.562557515,33.8823783990001
140,AS_NP15,GEN,BLCKBT_2_STONEY,BLCKBUTT_7_B1,31840_BLCKBUTT_ 4.2_GU1,22M7_DB114,2022-07-28T00:00:00,324,H0046,-122.332345146,39.8148947130001
