AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP
AS_SP15,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1
AS_NP26,GEN,7STDRD_1_SOLAR1,0096WD_7_N001,35009_0096_WD _21.6_GUWD,22M7_DB114,2022-07-28T00:00:00,1
AS_SP15,LOAD,7STDRD_7_LD1,0096WD_7_N002,35009_0096_WD _21.6_LD1,22M7_DB114,2022-07-28T00:00:00,2
AS_NP26,LOAD,7STDRD_7_LD1,0096WD_7_N002,35009_0096_WD _21.6_LD1,22M7_DB114,2022-07-28T00:00:00,2
AS_SP26_EXP,TIE,83MB230,MIDWYGN_7_N002,21673_MIDWY GN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,3
AS_SP15_EXP,TIE,83MB230,MIDWYGN_7_N002,21673_MIDWY GN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,3
AS_SP26_EXP,TIE,97MB230,SFM3GEN_7_N001,99309_SFM3-GEN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,4
AS_SP15_EXP,TIE,97MB230,SFM3GEN_7_N001,99309_SFM3-GEN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,4
AS_SP26,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5
AS_SP15,GEN,ACACIA_6_SOLAR,ACACIA_7_N001,29876_ACACIA  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5
AS_SP26,LOAD,ACTONS_6_LD1,ACTONSC_6_N001,24406_ACTON SC_66.0_LD1,22M7_DB114,2022-07-28T00:00:00,6
AS_SP15,LOAD,ACTONS_6_LD1,ACTONSC_6_N001,24406_ACTON SC_66.0_LD1,22M7_DB114,2022-07-28T00:00:00,6
AS_NP26,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7
AS_NP15,GEN,ADERA_1_SOLAR1,ADERAG1_7_N001,34117_ADERA G1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,7
AS_NP26,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8
AS_NP15,GEN,ADLIN_1_UNITS,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,8
AS_NP15,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9
AS_NP26,GEN,ADMEST_6_SOLAR,S632_7_N001,39162_S632    _12.5_GUE,22M7_DB114,2022-07-28T00:00:00,9
AS_SP15,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10
AS_NP26,GEN,ADOBEE_1_SOLAR,S622B_7_N003,35021_S622B   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,10
AS_NP26,LOAD,AEC 30_1_LD1,AEC300_1_N001,33547_AEC_300 _115_LD1,22M7_DB114,2022-07-28T00:00:00,11
AS_NP15,LOAD,AEC 30_1_LD1,AEC300_1_N001,33547_AEC_300 _115_LD1,22M7_DB114,2022-07-28T00:00:00,11
AS_NP15,LOAD,AERA_1_LD1,AERAVIC2_1_N003,39071_AERAVIC2_115_LD1,22M7_DB114,2022-07-28T00:00:00,12
AS_NP26,LOAD,AERA_1_LD1,AERAVIC2_1_N003,39071_AERAVIC2_115_LD1,22M7_DB114,2022-07-28T00:00:00,12
AS_NP15,LOAD,AERENG_7_LD1,AERA12_7_N001,36204_AERA_12 _12.0_LD1,22M7_DB114,2022-07-28T00:00:00,13
AS_NP26,LOAD,AERENG_7_LD1,AERA12_7_N001,36204_AERA_12 _12.0_LD1,22M7_DB114,2022-07-28T00:00:00,13
AS_NP15,LOAD,AGLINK_6_LD1,AGRILINK_6_N001,36016_AGRILINK_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,14
AS_NP26,LOAD,AGLINK_6_LD1,AGRILINK_6_N001,36016_AGRILINK_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,14
AS_NP26,LOAD,AGNEWS_6_LD-T1,AGNEW_6_N001,36870_Agnew   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,15
AS_NP15,LOAD,AGNEWS_6_LD-T1,AGNEW_6_N001,36870_Agnew   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,15
AS_NP26,LOAD,AGNEWS_6_LD-T2,AGNEW_6_N002,36870_Agnew   _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,16
AS_NP15,LOAD,AGNEWS_6_LD-T2,AGNEW_6_N002,36870_Agnew   _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,16
AS_NP26,GEN,AGRICO_6_FEGBT1,AGRICO_7_NBT1,34608_13.8_GUF1,22M7_DB114,2022-07-28T00:00:00,17
AS_NP15,GEN,AGRICO_6_FEGBT1,AGRICO_7_NBT1,34608_13.8_GUF1,22M7_DB114,2022-07-28T00:00:00,17
AS_NP26,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,N/A,22M7_DB114,2022-07-28T00:00:00,18
AS_NP15,GEN,AGRICO_6_PL3N5,AGRICO_6_PL3N5-APND,N/A,22M7_DB114,2022-07-28T00:00:00,18
AS_NP26,GEN,AGRICO_6_UNIT 3,AGRICO_7_B4,34608_AGRICO  _13.8_GU3,22M7_DB114,2022-07-28T00:00:00,19
AS_NP15,GEN,AGRICO_6_UNIT 3,AGRICO_7_B4,34608_AGRICO  _13.8_GU3,22M7_DB114,2022-07-28T00:00:00,19
AS_NP26,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,N/A,22M7_DB114,2022-07-28T00:00:00,20
AS_NP15,GEN,AGRICO_7_UNIT,AGRICO_7_UNIT-APND,N/A,22M7_DB114,2022-07-28T00:00:00,20
AS_NP15,GEN,AGRICO_7_UNIT 2,AGRICO_7_B1,34608_AGRICO  _13.8_GU2,22M7_DB114,2022-07-28T00:00:00,21
AS_NP26,GEN,AGRICO_7_UNIT 2,AGRICO_7_B1,34608_AGRICO  _13.8_GU2,22M7_DB114,2022-07-28T00:00:00,21
AS_NP15,GEN,AGRICO_7_UNIT 4,AGRICO_7_B3,34608_AGRICO  _13.8_GU4,22M7_DB114,2022-07-28T00:00:00,22
AS_NP26,GEN,AGRICO_7_UNIT 4,AGRICO_7_B3,34608_AGRICO  _13.8_GU4,22M7_DB114,2022-07-28T00:00:00,22
AS_SP15,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23
AS_SP26,GEN,AGUCAL_5_SOLAR1,AGUCALG1_7_B1,22305_AGUCALG1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,23
AS_NP26,LOAD,AIRPRD_1_LD1,AIRPROD_1_N001,34377_AIRPROD _115_LD1,22M7_DB114,2022-07-28T00:00:00,24
AS_NP15,LOAD,AIRPRD_1_LD1,AIRPROD_1_N001,34377_AIRPROD _115_LD1,22M7_DB114,2022-07-28T00:00:00,24
AS_NP15,LOAD,AIRWYP_1_LD1,AIRWAYS_1_N001,34361_AIRWAYS _115_LD1,22M7_DB114,2022-07-28T00:00:00,25
AS_NP26,LOAD,AIRWYP_1_LD1,AIRWAYS_1_N001,34361_AIRWAYS _115_LD1,22M7_DB114,2022-07-28T00:00:00,25
AS_NP15,LOAD,AIRWYP_1_LD2,AIRWAYS_1_N004,34361_AIRWAYS _115_LD2,22M7_DB114,2022-07-28T00:00:00,26
AS_NP26,LOAD,AIRWYP_1_LD2,AIRWAYS_1_N004,34361_AIRWAYS _115_LD2,22M7_DB114,2022-07-28T00:00:00,26
AS_NP15,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27
AS_NP26,GEN,AKINGS_6_AMESR1,AKINGS02_7_N001,34543_AKINGS02_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,27
AS_SP15,LOAD,ALAMIT_2_LD-1A,ALAMITOS_2_N001,24008_ALAMITOS_230_LD1A,22M7_DB114,2022-07-28T00:00:00,28
AS_SP26,LOAD,ALAMIT_2_LD-1A,ALAMITOS_2_N001,24008_ALAMITOS_230_LD1A,22M7_DB114,2022-07-28T00:00:00,28
AS_SP15,LOAD,ALAMIT_2_LD-2A,ALAMITOS_2_N040,24008_ALAMITOS_230_LD2A,22M7_DB114,2022-07-28T00:00:00,29
AS_SP26,LOAD,ALAMIT_2_LD-2A,ALAMITOS_2_N040,24008_ALAMITOS_230_LD2A,22M7_DB114,2022-07-28T00:00:00,29
AS_SP15,GEN,ALAMIT_7_ES1,ALMERGB2_7_N001,GN-ES1_GU,22M7_DB114,2022-07-28T00:00:00,30
AS_SP26,GEN,ALAMIT_7_ES1,ALMERGB2_7_N001,GN-ES1_GU,22M7_DB114,2022-07-28T00:00:00,30
AS_SP26,LOAD,ALAMIT_7_LD-CLAP1,ALAMT1G_7_N002,24001_ALAMT1 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,31
AS_SP15,LOAD,ALAMIT_7_LD-CLAP1,ALAMT1G_7_N002,24001_ALAMT1 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,31
AS_SP15,LOAD,ALAMIT_7_LD-CLAP2,ALAMT2G_7_N002,24002_ALAMT2 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,32
AS_SP26,LOAD,ALAMIT_7_LD-CLAP2,ALAMT2G_7_N002,24002_ALAMT2 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,32
AS_SP26,LOAD,ALAMIT_7_LD-CLAP3,ALAMT3G_7_N002,24003_ALAMT3 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,33
AS_SP15,LOAD,ALAMIT_7_LD-CLAP3,ALAMT3G_7_N002,24003_ALAMT3 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,33
AS_SP15,LOAD,ALAMIT_7_LD-CLAP4,ALAMT4G_7_N002,24004_ALAMT4 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,34
AS_SP26,LOAD,ALAMIT_7_LD-CLAP4,ALAMT4G_7_N002,24004_ALAMT4 G_18.0_LDM1,22M7_DB114,2022-07-28T00:00:00,34
AS_SP15,LOAD,ALAMIT_7_LD-CLAP5,ALAMT5G_7_N002,24005_ALAMT5 G_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,35
AS_SP26,LOAD,ALAMIT_7_LD-CLAP5,ALAMT5G_7_N002,24005_ALAMT5 G_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,35
AS_SP26,LOAD,ALAMIT_7_LD-CLAP6,ALAMT6G_7_N002,24161_ALAMT6 G_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,36
AS_SP15,LOAD,ALAMIT_7_LD-CLAP6,ALAMT6G_7_N002,24161_ALAMT6 G_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,36
AS_SP15,GEN,ALAMIT_7_UNIT 1,ALAMT1G_7_B1,24001_ALAMT1 G_18.0_GU1,22M7_DB114,2022-07-28T00:00:00,37
AS_SP26,GEN,ALAMIT_7_UNIT 1,ALAMT1G_7_B1,24001_ALAMT1 G_18.0_GU1,22M7_DB114,2022-07-28T00:00:00,37
AS_SP26,GEN,ALAMIT_7_UNIT 2,ALAMT2G_7_B1,24002_ALAMT2 G_18.0_GU2,22M7_DB114,2022-07-28T00:00:00,38
AS_SP15,GEN,ALAMIT_7_UNIT 2,ALAMT2G_7_B1,24002_ALAMT2 G_18.0_GU2,22M7_DB114,2022-07-28T00:00:00,38
AS_SP26,GEN,ALAMIT_7_UNIT 3,ALAMT3G_7_B1,24003_ALAMT3 G_18.0_GU3,22M7_DB114,2022-07-28T00:00:00,39
AS_SP15,GEN,ALAMIT_7_UNIT 3,ALAMT3G_7_B1,24003_ALAMT3 G_18.0_GU3,22M7_DB114,2022-07-28T00:00:00,39
AS_SP15,GEN,ALAMIT_7_UNIT 4,ALAMT4G_7_B1,24004_ALAMT4 G_18.0_GU4,22M7_DB114,2022-07-28T00:00:00,40
AS_SP26,GEN,ALAMIT_7_UNIT 4,ALAMT4G_7_B1,24004_ALAMT4 G_18.0_GU4,22M7_DB114,2022-07-28T00:00:00,40
AS_SP15,GEN,ALAMIT_7_UNIT 5,ALAMT5G_7_B1,24005_ALAMT5 G_20.0_GU5,22M7_DB114,2022-07-28T00:00:00,41
AS_SP26,GEN,ALAMIT_7_UNIT 5,ALAMT5G_7_B1,24005_ALAMT5 G_20.0_GU5,22M7_DB114,2022-07-28T00:00:00,41
AS_SP26,GEN,ALAMIT_7_UNIT 6,ALAMT6G_7_B1,24161_ALAMT6 G_20.0_GU6,22M7_DB114,2022-07-28T00:00:00,42
AS_SP15,GEN,ALAMIT_7_UNIT 6,ALAMT6G_7_B1,24161_ALAMT6 G_20.0_GU6,22M7_DB114,2022-07-28T00:00:00,42
AS_SP26,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43
AS_SP15,GEN,ALAMO_6_UNIT,ALAMOSC_7_N001,25653_ALAMO SC_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,43
AS_SP15,LOAD,ALESND_1_XF1,ALESSAND_1_N005,ade8f4ac-2b91-435f-aebb-d3e5174afc81,22M7_DB114,2022-07-28T00:00:00,44
AS_SP26,LOAD,ALESND_1_XF1,ALESSAND_1_N005,ade8f4ac-2b91-435f-aebb-d3e5174afc81,22M7_DB114,2022-07-28T00:00:00,44
AS_SP26,LOAD,ALESND_1_XF2,ALESSAND_1_N009,_4ea93028-b0ef-4759-9ebf-97e3c2d98ff0,22M7_DB114,2022-07-28T00:00:00,45
AS_SP15,LOAD,ALESND_1_XF2,ALESSAND_1_N009,_4ea93028-b0ef-4759-9ebf-97e3c2d98ff0,22M7_DB114,2022-07-28T00:00:00,45
AS_SP26,LOAD,ALESND_1_XF4,ALESSAND_1_N003,_88412f0a-be61-49b5-b9f2-77f77558367a,22M7_DB114,2022-07-28T00:00:00,46
AS_SP15,LOAD,ALESND_1_XF4,ALESSAND_1_N003,_88412f0a-be61-49b5-b9f2-77f77558367a,22M7_DB114,2022-07-28T00:00:00,46
AS_SP15,LOAD,ALESND_1_XF5,ALESSAND_1_N007,_61983785-487d-4674-b719-39acd787bb88,22M7_DB114,2022-07-28T00:00:00,47
AS_SP26,LOAD,ALESND_1_XF5,ALESSAND_1_N007,_61983785-487d-4674-b719-39acd787bb88,22M7_DB114,2022-07-28T00:00:00,47
AS_NP26,LOAD,ALHAMB_1_LD1,ALHAMBRA_1_N002,33011_ALHAMBRA_115_LD1,22M7_DB114,2022-07-28T00:00:00,48
AS_NP15,LOAD,ALHAMB_1_LD1,ALHAMBRA_1_N002,33011_ALHAMBRA_115_LD1,22M7_DB114,2022-07-28T00:00:00,48
AS_NP26,LOAD,ALHAMB_1_LD2,ALHAMBRA_1_N001,33011_ALHAMBRA_115_LD2,22M7_DB114,2022-07-28T00:00:00,49
AS_NP15,LOAD,ALHAMB_1_LD2,ALHAMBRA_1_N001,33011_ALHAMBRA_115_LD2,22M7_DB114,2022-07-28T00:00:00,49
AS_SP15_EXP,TIE,ALHMBR161,C7-1-S1_1_N002,21106_C7-1-S1 _161_GUAL,22M7_DB114,2022-07-28T00:00:00,50
AS_SP26_EXP,TIE,ALHMBR161,C7-1-S1_1_N002,21106_C7-1-S1 _161_GUAL,22M7_DB114,2022-07-28T00:00:00,50
AS_NP15,GEN,ALLGNY_6_HYDRO1,ALLEGHNY_6_N002,32362_ALLEGHNY_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,51
AS_NP26,GEN,ALLGNY_6_HYDRO1,ALLEGHNY_6_N002,32362_ALLEGHNY_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,51
AS_NP15,LOAD,ALLGNY_6_LD1,ALLEGHNY_6_N001,32362_ALLEGHNY_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,52
AS_NP26,LOAD,ALLGNY_6_LD1,ALLEGHNY_6_N001,32362_ALLEGHNY_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,52
AS_NP26,LOAD,ALMADN_6_LD1,ALMADEN_6_N001,35757_ALMADEN _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,53
AS_NP15,LOAD,ALMADN_6_LD1,ALMADEN_6_N001,35757_ALMADEN _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,53
AS_NP15,LOAD,ALMADN_6_LD2,ALMADEN_6_N009,35757_ALMADEN _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,54
AS_NP26,LOAD,ALMADN_6_LD2,ALMADEN_6_N009,35757_ALMADEN _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,54
AS_SP26,GEN,ALMASL_2_AL6BT6,ALMASL_7_GUB6N,29000_34.5_GUB6,22M7_DB114,2022-07-28T00:00:00,55
AS_SP15,GEN,ALMASL_2_AL6BT6,ALMASL_7_GUB6N,29000_34.5_GUB6,22M7_DB114,2022-07-28T00:00:00,55
AS_SP15,GEN,ALMASL_2_GS1SR1,ALMASL3_7_N001,28996_ALMASL_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,56
AS_SP26,GEN,ALMASL_2_GS1SR1,ALMASL3_7_N001,28996_ALMASL_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,56
AS_SP15,GEN,ALMASL_2_GS4SR4,ALMASL3_7_N002,28997_ALMASL_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,57
AS_SP26,GEN,ALMASL_2_GS4SR4,ALMASL3_7_N002,28997_ALMASL_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,57
AS_SP26,GEN,ALMASL_2_GS6SR6,ALMASL_7_GUS6N,29000_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,58
AS_SP15,GEN,ALMASL_2_GS6SR6,ALMASL_7_GUS6N,29000_34.5_GUS6,22M7_DB114,2022-07-28T00:00:00,58
AS_SP15,GEN,ALMASL_2_GS7SR7,ALMASL_7_GUS7N,29000_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,59
AS_SP26,GEN,ALMASL_2_GS7SR7,ALMASL_7_GUS7N,29000_34.5_GUS7,22M7_DB114,2022-07-28T00:00:00,59
AS_NP15,GEN,ALMEGT_1_UNIT 1,ALMDACT1_7_B1,38118_ALMDACT1_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,60
AS_NP26,GEN,ALMEGT_1_UNIT 1,ALMDACT1_7_B1,38118_ALMDACT1_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,60
AS_NP26,GEN,ALMEGT_1_UNIT 2,ALMDACT2_7_B1,38119_ALMDACT2_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,61
AS_NP15,GEN,ALMEGT_1_UNIT 2,ALMDACT2_7_B1,38119_ALMDACT2_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,61
AS_SP15,LOAD,ALPAUG_1_LD1,ALPAUGH_1_N001,34426_ALPAUGH _115_LD1,22M7_DB114,2022-07-28T00:00:00,62
AS_NP26,LOAD,ALPAUG_1_LD1,ALPAUGH_1_N001,34426_ALPAUGH _115_LD1,22M7_DB114,2022-07-28T00:00:00,62
AS_NP26,LOAD,ALPAUG_1_LD2,ALPAUGH_1_N004,34426_ALPAUGH _115_LD2,22M7_DB114,2022-07-28T00:00:00,63
AS_SP15,LOAD,ALPAUG_1_LD2,ALPAUGH_1_N004,34426_ALPAUGH _115_LD2,22M7_DB114,2022-07-28T00:00:00,63
AS_SP26,LOAD,ALPINE_6_LD30,ALPINE_6_N005,22004_ALPINE  _69.0_LD30,22M7_DB114,2022-07-28T00:00:00,64
AS_SP15,LOAD,ALPINE_6_LD30,ALPINE_6_N005,22004_ALPINE  _69.0_LD30,22M7_DB114,2022-07-28T00:00:00,64
AS_SP26,LOAD,ALPINE_6_LD32,ALPINE_6_N001,22004_ALPINE  _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,65
AS_SP15,LOAD,ALPINE_6_LD32,ALPINE_6_N001,22004_ALPINE  _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,65
AS_SP15,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66
AS_NP26,GEN,ALPSLR_1_NTHSLR,T0304_7_N003,35001_T0304   _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,66
AS_SP15,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67
AS_NP26,GEN,ALPSLR_1_SPSSLR,S473_7_N005,35012_S473    _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,67
AS_SP26,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68
AS_SP15,GEN,ALT6DN_2_WIND7,ALTAD1_7_N006,29590_ALTAD1  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,68
AS_SP26,GEN,ALT6DS_2_WIND9,ALTAD2_7_N006,29579_ALTAD2  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,69
AS_SP15,GEN,ALT6DS_2_WIND9,ALTAD2_7_N006,29579_ALTAD2  _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,69
AS_SP26,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70
AS_SP15,GEN,ALTA3A_2_CPCE4,TOT162E1_6_GN001,28418_TOT162E1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,70
AS_SP15,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71
AS_SP26,GEN,ALTA3A_2_CPCE5,TOT162E2_6_GN001,28419_TOT162E2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,71
AS_SP26,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72
AS_SP15,GEN,ALTA3A_2_CPCE8,TOT162E3_7_N007,28420_TOT162E3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,72
AS_SP15,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73
AS_SP26,GEN,ALTA4A_2_CPCW1,TOT162W1_6_GN001,28415_TOT162W1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,73
AS_SP26,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74
AS_SP15,GEN,ALTA4B_2_CPCW2,TOT162W2_6_GN001,28416_TOT162W2_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,74
AS_SP26,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75
AS_SP15,GEN,ALTA4B_2_CPCW3,TOT162W3_6_GN001,28417_TOT162W3_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,75
AS_SP15,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76
AS_SP26,GEN,ALTA4B_2_CPCW6,TOT162W4_7_N001,28414_TOT162W4_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,76
AS_SP15,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77
AS_SP26,GEN,ALTA6B_2_WIND11,ALTA6B2_7_N003,29581_ALTA6B2 _34.5_GU11,22M7_DB114,2022-07-28T00:00:00,77
AS_SP26,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78
AS_SP15,GEN,ALTA6E_2_WIND10,ALTA6E2_7_N002,29583_ALTA6E2 _34.5_GU10,22M7_DB114,2022-07-28T00:00:00,78
AS_NP26,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79
AS_NP15,GEN,ALTMID_2_UNIT 1,ALTMMDW_2_N001,30580_ALTM MDW_230_GU1,22M7_DB114,2022-07-28T00:00:00,79
AS_NP15,GEN,ALTMID_2_WINDA,ALTMMDW_2_N007,30580_ALTM MDW_230_GUS1,22M7_DB114,2022-07-28T00:00:00,80
AS_NP26,GEN,ALTMID_2_WINDA,ALTMMDW_2_N007,30580_ALTM MDW_230_GUS1,22M7_DB114,2022-07-28T00:00:00,80
AS_NP15,LOAD,ALTO_6_LD1,ALTO_6_N101,32682_ALTO    _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,81
AS_NP26,LOAD,ALTO_6_LD1,ALTO_6_N101,32682_ALTO    _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,81
AS_NP15,LOAD,ALTO_6_LD3,ALTO_6_N001,32682_ALTO    _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,82
AS_NP26,LOAD,ALTO_6_LD3,ALTO_6_N001,32682_ALTO    _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,82
AS_SP15,GEN,ALTWD_2_AT3WD3,ALTWD1_7_N003,GN-AT3WD3_GU,22M7_DB114,2022-07-28T00:00:00,83
AS_SP26,GEN,ALTWD_2_AT3WD3,ALTWD1_7_N003,GN-AT3WD3_GU,22M7_DB114,2022-07-28T00:00:00,83
AS_SP15,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84
AS_SP26,GEN,ALTWD_2_COAWD1,ALTWD1_7_N004,GN-COAWD1_GU,22M7_DB114,2022-07-28T00:00:00,84
AS_SP26_EXP,TIE,AMARGOSA230,AMARGOSA_1_SN001,18030_AMARGOSA_138_GUM1,22M7_DB114,2022-07-28T00:00:00,85
AS_SP15_EXP,TIE,AMARGOSA230,AMARGOSA_1_SN001,18030_AMARGOSA_138_GUM1,22M7_DB114,2022-07-28T00:00:00,85
AS_NP26,LOAD,AMES_1_LD-NSA1,AMESBS_1_N101,35350_AMES BS _115_LD1,22M7_DB114,2022-07-28T00:00:00,86
AS_NP15,LOAD,AMES_1_LD-NSA1,AMESBS_1_N101,35350_AMES BS _115_LD1,22M7_DB114,2022-07-28T00:00:00,86
AS_NP15,LOAD,AMES_1_LD-NSA2,AMESBS_1_N004,35350_AMES BS _115_LD2,22M7_DB114,2022-07-28T00:00:00,87
AS_NP26,LOAD,AMES_1_LD-NSA2,AMESBS_1_N004,35350_AMES BS _115_LD2,22M7_DB114,2022-07-28T00:00:00,87
AS_NP26,LOAD,AMES_1_LD1,AMESDST_1_N001,35349_AMES DST_115_LD1,22M7_DB114,2022-07-28T00:00:00,88
AS_NP15,LOAD,AMES_1_LD1,AMESDST_1_N001,35349_AMES DST_115_LD1,22M7_DB114,2022-07-28T00:00:00,88
AS_NP15,LOAD,AMRGAS_1_LD1,AMERIGAS_1_N001,31954_AMERIGAS_115_LD1,22M7_DB114,2022-07-28T00:00:00,89
