AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP
AS_NP15,LOAD,HALSFL_6_LD1,HALLSFLT_6_N001,31661_HALLSFLT_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1632
AS_NP26,LOAD,HALSFL_6_LD1,HALLSFLT_6_N001,31661_HALLSFLT_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1632
AS_NP26,LOAD,HAMLTN_6_LD1,HAMILTON_6_N001,31734_HAMILTON_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1633
AS_NP15,LOAD,HAMLTN_6_LD1,HAMILTON_6_N001,31734_HAMILTON_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1633
AS_NP15,LOAD,HAMMDS_1_LD1,HAMMONDS_1_N001,34160_HAMMONDS_115_LD1,22M7_DB114,2022-07-28T00:00:00,1634
AS_NP26,LOAD,HAMMDS_1_LD1,HAMMONDS_1_N001,34160_HAMMONDS_115_LD1,22M7_DB114,2022-07-28T00:00:00,1634
AS_NP15,LOAD,HAMMER_6_LD1,HAMMER_6_N001,33714_HAMMER  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1635
AS_NP26,LOAD,HAMMER_6_LD1,HAMMER_6_N001,33714_HAMMER  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1635
AS_NP15,LOAD,HAMMER_6_LD2,HAMMER_6_N004,33714_HAMMER  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1636
AS_NP26,LOAD,HAMMER_6_LD2,HAMMER_6_N004,33714_HAMMER  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1636
AS_NP15,LOAD,HAMMER_6_LD3,HAMMER_6_N003,33714_HAMMER  _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,1637
AS_NP26,LOAD,HAMMER_6_LD3,HAMMER_6_N003,33714_HAMMER  _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,1637
AS_SP15,LOAD,HARBGN_7_GN-UNITS,HARBORG_7_N101,24062_HARBOR G_13.8_LDAU,22M7_DB114,2022-07-28T00:00:00,1638
AS_SP26,LOAD,HARBGN_7_GN-UNITS,HARBORG_7_N101,24062_HARBOR G_13.8_LDAU,22M7_DB114,2022-07-28T00:00:00,1638
AS_SP15,GEN,HARBGN_7_UNIT 1,HARBORG_7_B2,24062_HARBOR G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1639
AS_SP26,GEN,HARBGN_7_UNIT 1,HARBORG_7_B2,24062_HARBOR G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1639
AS_SP26,GEN,HARBGN_7_UNIT 2,HARBORG_7_B3,24062_HARBOR G_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1640
AS_SP15,GEN,HARBGN_7_UNIT 2,HARBORG_7_B3,24062_HARBOR G_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1640
AS_SP15,GEN,HARBGN_7_UNIT 3,HARBORG_7_B4,24062_HARBOR G_13.8_GU3,22M7_DB114,2022-07-28T00:00:00,1641
AS_SP26,GEN,HARBGN_7_UNIT 3,HARBORG_7_B4,24062_HARBOR G_13.8_GU3,22M7_DB114,2022-07-28T00:00:00,1641
AS_SP26,GEN,HARBGN_7_UNITS,HARBGN_7_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,1642
AS_SP15,GEN,HARBGN_7_UNITS,HARBGN_7_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,1642
AS_NP15,LOAD,HARDNG_6_LD1,HARDING_6_N001,33684_HARDING _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1643
AS_NP26,LOAD,HARDNG_6_LD1,HARDING_6_N001,33684_HARDING _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1643
AS_NP15,LOAD,HARDNG_6_LD2,HARDING_6_N004,33684_HARDING _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1644
AS_NP26,LOAD,HARDNG_6_LD2,HARDING_6_N004,33684_HARDING _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1644
AS_NP26,LOAD,HARDWK_6_LD1,HARDWICK_6_N001,34458_HARDWICK_12_LD1,22M7_DB114,2022-07-28T00:00:00,1645
AS_NP15,LOAD,HARDWK_6_LD1,HARDWICK_6_N001,34458_HARDWICK_12_LD1,22M7_DB114,2022-07-28T00:00:00,1645
AS_NP26,GEN,HARDWK_6_STWBM1,HARDWK12_7_N002,97002_HARDWK12_12_GU1,22M7_DB114,2022-07-28T00:00:00,1646
AS_SP15,GEN,HARDWK_6_STWBM1,HARDWK12_7_N002,97002_HARDWK12_12_GU1,22M7_DB114,2022-07-28T00:00:00,1646
AS_NP26,LOAD,HARNTN_6_LD1,HARINTON_6_N001,32058_HARINTON_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1647
AS_NP15,LOAD,HARNTN_6_LD1,HARINTON_6_N001,32058_HARINTON_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1647
AS_NP15,LOAD,HARRIS_6_LD1,HARRIS_6_N001,31082_HARRIS  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1648
AS_NP26,LOAD,HARRIS_6_LD1,HARRIS_6_N001,31082_HARRIS  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1648
AS_NP26,LOAD,HARRIS_6_LD2,HARRIS_6_N003,31082_HARRIS  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1649
AS_NP15,LOAD,HARRIS_6_LD2,HARRIS_6_N003,31082_HARRIS  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1649
AS_NP15,LOAD,HARTER_6_LD1,HARTER_6_N003,32324_HARTER  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1650
AS_NP26,LOAD,HARTER_6_LD1,HARTER_6_N003,32324_HARTER  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1650
AS_NP15,LOAD,HARTER_6_LD2,HARTER_6_N001,32324_HARTER  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1651
AS_NP26,LOAD,HARTER_6_LD2,HARTER_6_N001,32324_HARTER  _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,1651
AS_NP26,LOAD,HATCR1_6_LD-RR,HATCRK1_6_N001,31630_HAT CRK1_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1652
AS_NP15,LOAD,HATCR1_6_LD-RR,HATCRK1_6_N001,31630_HAT CRK1_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1652
AS_NP15,GEN,HATCR1_7_UNIT,HATCRK1_7_B1,31902_HAT CRK1_ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,1653
AS_NP26,GEN,HATCR1_7_UNIT,HATCRK1_7_B1,31902_HAT CRK1_ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,1653
AS_NP15,GEN,HATCR2_7_UNIT,HATCRK2_7_B1,31904_HAT CRK2_ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,1654
AS_NP26,GEN,HATCR2_7_UNIT,HATCRK2_7_B1,31904_HAT CRK2_ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,1654
AS_NP26,GEN,HATLOS_6_BWDHY1,HATLOSCK_6_N011,31666_HATLOSCK_60.0_GUBD,22M7_DB114,2022-07-28T00:00:00,1655
AS_NP15,GEN,HATLOS_6_BWDHY1,HATLOSCK_6_N011,31666_HATLOSCK_60.0_GUBD,22M7_DB114,2022-07-28T00:00:00,1655
AS_NP26,GEN,HATLOS_6_LSCRK,HATLOSCK_6_GN001,31666_HATLOSCK_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,1656
AS_NP15,GEN,HATLOS_6_LSCRK,HATLOSCK_6_GN001,31666_HATLOSCK_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,1656
AS_NP26,GEN,HATLOS_6_QFUNTS,HATLOSCK_6_N001,31666_HATLOSCK_60.0_GUQF,22M7_DB114,2022-07-28T00:00:00,1657
AS_NP15,GEN,HATLOS_6_QFUNTS,HATLOSCK_6_N001,31666_HATLOSCK_60.0_GUQF,22M7_DB114,2022-07-28T00:00:00,1657
AS_NP15,GEN,HATRDG_2_WIND,HRIDGEGT_6_GN001,31914_HRIDGEGT_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,1658
AS_NP26,GEN,HATRDG_2_WIND,HRIDGEGT_6_GN001,31914_HRIDGEGT_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,1658
AS_NP26,LOAD,HATTN_6_LD1,HATTON_6_N001,36039_HATTON  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1659
AS_NP15,LOAD,HATTN_6_LD1,HATTON_6_N001,36039_HATTON  _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1659
AS_NP26,GEN,HAYPRS_6_HAYHD1,HAYPRESS_6_N002,32416_HAYPRESS_60.0_GU11,22M7_DB114,2022-07-28T00:00:00,1660
AS_NP15,GEN,HAYPRS_6_HAYHD1,HAYPRESS_6_N002,32416_HAYPRESS_60.0_GU11,22M7_DB114,2022-07-28T00:00:00,1660
AS_NP26,GEN,HAYPRS_6_HAYHD2,HAYPRESS_6_N003,32416_HAYPRESS_60.0_GU2,22M7_DB114,2022-07-28T00:00:00,1661
AS_NP15,GEN,HAYPRS_6_HAYHD2,HAYPRESS_6_N003,32416_HAYPRESS_60.0_GU2,22M7_DB114,2022-07-28T00:00:00,1661
AS_NP26,GEN,HAYPRS_6_QFUNTS,HAYPRES_7_B1,32488_HAYPRES _ 4.0_GUQF,22M7_DB114,2022-07-28T00:00:00,1662
AS_NP15,GEN,HAYPRS_6_QFUNTS,HAYPRES_7_B1,32488_HAYPRES _ 4.0_GUQF,22M7_DB114,2022-07-28T00:00:00,1662
AS_SP15,LOAD,HDESRT_1_LD1-2,HIDESER_1_N018,94322_HI DESER_115_LD1,22M7_DB114,2022-07-28T00:00:00,1663
AS_SP26,LOAD,HDESRT_1_LD1-2,HIDESER_1_N018,94322_HI DESER_115_LD1,22M7_DB114,2022-07-28T00:00:00,1663
AS_NP26,LOAD,HEADGT_6_LD1,HEADGATE_6_N001,31736_HEADGATE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1664
AS_NP15,LOAD,HEADGT_6_LD1,HEADGATE_6_N001,31736_HEADGATE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1664
AS_SP26,LOAD,HELJET_6_LD1,HELIJET_6_N001,24430_HELIJET _66.0_LD1,22M7_DB114,2022-07-28T00:00:00,1665
AS_SP15,LOAD,HELJET_6_LD1,HELIJET_6_N001,24430_HELIJET _66.0_LD1,22M7_DB114,2022-07-28T00:00:00,1665
AS_NP15,GEN,HELMPG_7_UNIT 1,HELMS1_7_B1,34600_HELMS 1 _18.0_GU1,22M7_DB114,2022-07-28T00:00:00,1666
AS_NP26,GEN,HELMPG_7_UNIT 1,HELMS1_7_B1,34600_HELMS 1 _18.0_GU1,22M7_DB114,2022-07-28T00:00:00,1666
AS_NP15,GEN,HELMPG_7_UNIT 2,HELMS2_7_B1,34602_HELMS 2 _18.0_GU2,22M7_DB114,2022-07-28T00:00:00,1667
AS_NP26,GEN,HELMPG_7_UNIT 2,HELMS2_7_B1,34602_HELMS 2 _18.0_GU2,22M7_DB114,2022-07-28T00:00:00,1667
AS_NP26,GEN,HELMPG_7_UNIT 3,HELMS3_7_B1,34604_HELMS 3 _18.0_GU3,22M7_DB114,2022-07-28T00:00:00,1668
AS_NP15,GEN,HELMPG_7_UNIT 3,HELMS3_7_B1,34604_HELMS 3 _18.0_GU3,22M7_DB114,2022-07-28T00:00:00,1668
AS_NP26,GEN,HENRTA_6_HDEBT1,GWFGT1_7_N003,34457_LEMORSLR_12.0_GUH1,22M7_DB114,2022-07-28T00:00:00,1669
AS_NP15,GEN,HENRTA_6_HDEBT1,GWFGT1_7_N003,34457_LEMORSLR_12.0_GUH1,22M7_DB114,2022-07-28T00:00:00,1669
AS_NP15,LOAD,HENRTA_6_LD1,HENRITTA_6_N101,34540_HENRITTA_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,1670
AS_NP26,LOAD,HENRTA_6_LD1,HENRITTA_6_N101,34540_HENRITTA_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,1670
AS_NP15,GEN,HENRTA_6_SOLAR1,LEMORSLR_7_N001,34457_LEMORSLR_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,1671
AS_NP26,GEN,HENRTA_6_SOLAR1,LEMORSLR_7_N001,34457_LEMORSLR_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,1671
AS_NP26,GEN,HENRTA_6_SOLAR2,LEMORSLR_7_N003,34457_LEMORSLR_12.0_GU2,22M7_DB114,2022-07-28T00:00:00,1672
AS_NP15,GEN,HENRTA_6_SOLAR2,LEMORSLR_7_N003,34457_LEMORSLR_12.0_GU2,22M7_DB114,2022-07-28T00:00:00,1672
AS_NP26,GEN,HENRTA_6_UNITA1,GWFGT1_7_B1,34539_GWF_GT1 _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1673
AS_NP15,GEN,HENRTA_6_UNITA1,GWFGT1_7_B1,34539_GWF_GT1 _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1673
AS_NP15,GEN,HENRTA_6_UNITA2,GWFGT2_7_B1,34541_GWF_GT2 _13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1674
AS_NP26,GEN,HENRTA_6_UNITA2,GWFGT2_7_B1,34541_GWF_GT2 _13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1674
AS_NP15,LOAD,HENRTA_7_LD5,HENRITTA_6_LN001,34457_LEMORSLR_12.0_LD5,22M7_DB114,2022-07-28T00:00:00,1675
AS_NP26,LOAD,HENRTA_7_LD5,HENRITTA_6_LN001,34457_LEMORSLR_12.0_LD5,22M7_DB114,2022-07-28T00:00:00,1675
AS_NP15,GEN,HENRTS_1_SOLAR,HENRTGEN_7_N001,34525_HENRTGEN_34.5_GUSL,22M7_DB114,2022-07-28T00:00:00,1676
AS_NP26,GEN,HENRTS_1_SOLAR,HENRTGEN_7_N001,34525_HENRTGEN_34.5_GUSL,22M7_DB114,2022-07-28T00:00:00,1676
AS_NP26,GEN,HERDLN_6_BYHSR1,HERDLYN_7_N001,GN-BYHSR1_GU,22M7_DB114,2022-07-28T00:00:00,1677
AS_NP15,GEN,HERDLN_6_BYHSR1,HERDLYN_7_N001,GN-BYHSR1_GU,22M7_DB114,2022-07-28T00:00:00,1677
AS_NP15,LOAD,HERDLN_6_LD1,HERDLYN_6_N001,33770_HERDLYN _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1678
AS_NP26,LOAD,HERDLN_6_LD1,HERDLYN_6_N001,33770_HERDLYN _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1678
AS_NP15,GEN,HERDLN_6_SOLAR,HERDLYN_6_N007,33770_HERDLYN _60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,1679
AS_NP26,GEN,HERDLN_6_SOLAR,HERDLYN_6_N007,33770_HERDLYN _60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,1679
AS_NP15,LOAD,HICKS_2_LD1,HICKS_2_N001,30730_HICKS   _230_LD1,22M7_DB114,2022-07-28T00:00:00,1680
AS_NP26,LOAD,HICKS_2_LD1,HICKS_2_N001,30730_HICKS   _230_LD1,22M7_DB114,2022-07-28T00:00:00,1680
AS_NP15,LOAD,HICKS_2_LD2,HICKS_2_N007,30730_HICKS   _230_LD2,22M7_DB114,2022-07-28T00:00:00,1681
AS_NP26,LOAD,HICKS_2_LD2,HICKS_2_N007,30730_HICKS   _230_LD2,22M7_DB114,2022-07-28T00:00:00,1681
AS_NP26,LOAD,HICKS_2_LD3,HICKS_2_N002,30730_HICKS   _230_LD3,22M7_DB114,2022-07-28T00:00:00,1682
AS_NP15,LOAD,HICKS_2_LD3,HICKS_2_N002,30730_HICKS   _230_LD3,22M7_DB114,2022-07-28T00:00:00,1682
AS_NP26,LOAD,HICKS_2_LD5,HICKS_2_N013,30730_HICKS   _230_LD5,22M7_DB114,2022-07-28T00:00:00,1683
AS_NP15,LOAD,HICKS_2_LD5,HICKS_2_N013,30730_HICKS   _230_LD5,22M7_DB114,2022-07-28T00:00:00,1683
AS_NP15,GEN,HICKS_7_GUADLP,HICKS_2_N012,30730_HICKS   _230_GUM1,22M7_DB114,2022-07-28T00:00:00,1684
AS_NP26,GEN,HICKS_7_GUADLP,HICKS_2_N012,30730_HICKS   _230_GUM1,22M7_DB114,2022-07-28T00:00:00,1684
AS_SP26,LOAD,HIDSRT_2_GN-A1,HIDESERT_2_N018,24350_HIDESERT_230_LD1,22M7_DB114,2022-07-28T00:00:00,1685
AS_SP15,LOAD,HIDSRT_2_GN-A1,HIDESERT_2_N018,24350_HIDESERT_230_LD1,22M7_DB114,2022-07-28T00:00:00,1685
AS_SP26,LOAD,HIDSRT_2_GN-A2,HIDESERT_2_N001,24350_HIDESERT_230_LD2,22M7_DB114,2022-07-28T00:00:00,1686
AS_SP15,LOAD,HIDSRT_2_GN-A2,HIDESERT_2_N001,24350_HIDESERT_230_LD2,22M7_DB114,2022-07-28T00:00:00,1686
AS_SP15,GEN,HIDSRT_2_UNITS,HIDSRT_2_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,1687
AS_SP26,GEN,HIDSRT_2_UNITS,HIDSRT_2_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,1687
AS_SP15,GEN,HIDSRT_7_CTG1,HIDEDCT1_7_B1,28003_HIDEDCT1_15.0_GUC1,22M7_DB114,2022-07-28T00:00:00,1688
AS_SP26,GEN,HIDSRT_7_CTG1,HIDEDCT1_7_B1,28003_HIDEDCT1_15.0_GUC1,22M7_DB114,2022-07-28T00:00:00,1688
AS_SP26,GEN,HIDSRT_7_CTG2,HIDEDCT2_7_B1,28002_HIDEDCT2_15.0_GUC2,22M7_DB114,2022-07-28T00:00:00,1689
AS_SP15,GEN,HIDSRT_7_CTG2,HIDEDCT2_7_B1,28002_HIDEDCT2_15.0_GUC2,22M7_DB114,2022-07-28T00:00:00,1689
AS_SP26,GEN,HIDSRT_7_CTG3,HIDEDCT3_7_B1,28001_HIDEDCT3_15.0_GUC3,22M7_DB114,2022-07-28T00:00:00,1690
AS_SP15,GEN,HIDSRT_7_CTG3,HIDEDCT3_7_B1,28001_HIDEDCT3_15.0_GUC3,22M7_DB114,2022-07-28T00:00:00,1690
AS_SP26,LOAD,HIDSRT_7_LD-CLAP1,HIDEDCT1_7_N001,28003_HIDEDCT1_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1691
AS_SP15,LOAD,HIDSRT_7_LD-CLAP1,HIDEDCT1_7_N001,28003_HIDEDCT1_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1691
AS_SP26,LOAD,HIDSRT_7_LD-CLAP2,HIDEDCT2_7_N002,28002_HIDEDCT2_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1692
AS_SP15,LOAD,HIDSRT_7_LD-CLAP2,HIDEDCT2_7_N002,28002_HIDEDCT2_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1692
AS_SP26,LOAD,HIDSRT_7_LD-CLAP3,HIDEDCT3_7_N001,28001_HIDEDCT3_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1693
AS_SP15,LOAD,HIDSRT_7_LD-CLAP3,HIDEDCT3_7_N001,28001_HIDEDCT3_15.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1693
AS_SP15,LOAD,HIDSRT_7_LD-CLAP4,HIDEDST1_7_N001,28000_HIDEDST1_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1694
AS_SP26,LOAD,HIDSRT_7_LD-CLAP4,HIDEDST1_7_N001,28000_HIDEDST1_20.0_LDM1,22M7_DB114,2022-07-28T00:00:00,1694
AS_SP26,GEN,HIDSRT_7_STG,HIDEDST1_7_B1,28000_HIDEDST1_20.0_GUS4,22M7_DB114,2022-07-28T00:00:00,1695
AS_SP15,GEN,HIDSRT_7_STG,HIDEDST1_7_B1,28000_HIDEDST1_20.0_GUS4,22M7_DB114,2022-07-28T00:00:00,1695
AS_NP26,GEN,HIGGNS_1_COMBIE,HIGGINS_1_GN001,32232_HIGGINS _115_GUM2,22M7_DB114,2022-07-28T00:00:00,1696
AS_NP15,GEN,HIGGNS_1_COMBIE,HIGGINS_1_GN001,32232_HIGGINS _115_GUM2,22M7_DB114,2022-07-28T00:00:00,1696
AS_NP15,LOAD,HIGGNS_1_LD1,HIGGINS_1_N004,32232_HIGGINS _115_LD1,22M7_DB114,2022-07-28T00:00:00,1697
AS_NP26,LOAD,HIGGNS_1_LD1,HIGGINS_1_N004,32232_HIGGINS _115_LD1,22M7_DB114,2022-07-28T00:00:00,1697
AS_NP26,LOAD,HIGGNS_1_LD2,HIGGINS_1_N001,32232_HIGGINS _115_LD2,22M7_DB114,2022-07-28T00:00:00,1698
AS_NP15,LOAD,HIGGNS_1_LD2,HIGGINS_1_N001,32232_HIGGINS _115_LD2,22M7_DB114,2022-07-28T00:00:00,1698
AS_NP15,LOAD,HIGGNS_1_LD3,HIGGINS_1_N002,32232_HIGGINS _115_LD3,22M7_DB114,2022-07-28T00:00:00,1699
AS_NP26,LOAD,HIGGNS_1_LD3,HIGGINS_1_N002,32232_HIGGINS _115_LD3,22M7_DB114,2022-07-28T00:00:00,1699
AS_NP15,GEN,HIGGNS_7_QFUNTS,HIGGINS_1_N007,32232_HIGGINS _115_GUM1,22M7_DB114,2022-07-28T00:00:00,1700
AS_NP26,GEN,HIGGNS_7_QFUNTS,HIGGINS_1_N007,32232_HIGGINS _115_GUM1,22M7_DB114,2022-07-28T00:00:00,1700
AS_SP15,GEN,HIGHDS_2_H5SBT1,HI5_7_N002,GN-H5SBT1_GU,22M7_DB114,2022-07-28T00:00:00,1701
AS_SP26,GEN,HIGHDS_2_H5SBT1,HI5_7_N002,GN-H5SBT1_GU,22M7_DB114,2022-07-28T00:00:00,1701
AS_SP26,GEN,HIGHDS_2_H5SSR1,HI5PV_7_N001,GN-H5SSR1_GU,22M7_DB114,2022-07-28T00:00:00,1702
AS_SP15,GEN,HIGHDS_2_H5SSR1,HI5PV_7_N001,GN-H5SSR1_GU,22M7_DB114,2022-07-28T00:00:00,1702
AS_NP15,LOAD,HILAND_1_LD1,HIGHLD_1_N001,31226_HIGHLD  _115_LD1,22M7_DB114,2022-07-28T00:00:00,1703
AS_NP26,LOAD,HILAND_1_LD1,HIGHLD_1_N001,31226_HIGHLD  _115_LD1,22M7_DB114,2022-07-28T00:00:00,1703
AS_NP26,LOAD,HILAND_1_LD2,HIGHLD_1_N005,31226_HIGHLD  _115_LD2,22M7_DB114,2022-07-28T00:00:00,1704
AS_NP15,LOAD,HILAND_1_LD2,HIGHLD_1_N005,31226_HIGHLD  _115_LD2,22M7_DB114,2022-07-28T00:00:00,1704
AS_NP15,GEN,HILAND_7_YOLOWD,HIGHLD_1_N004,31226_HIGHLD  _115_GUM1,22M7_DB114,2022-07-28T00:00:00,1705
AS_NP26,GEN,HILAND_7_YOLOWD,HIGHLD_1_N004,31226_HIGHLD  _115_GUM1,22M7_DB114,2022-07-28T00:00:00,1705
AS_NP15,LOAD,HILLSD_6_LD1,HILLSDLE_6_N001,33360_HILLSDLE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1706
AS_NP26,LOAD,HILLSD_6_LD1,HILLSDLE_6_N001,33360_HILLSDLE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,1706
AS_NP15,LOAD,HILSID_1_LD1,HILLSIDE_1_N001,32770_HILLSIDE_115_LD1,22M7_DB114,2022-07-28T00:00:00,1707
AS_NP26,LOAD,HILSID_1_LD1,HILLSIDE_1_N001,32770_HILLSIDE_115_LD1,22M7_DB114,2022-07-28T00:00:00,1707
AS_NP15,LOAD,HILSID_1_LD2,HILLSIDE_1_N004,32770_HILLSIDE_115_LD2,22M7_DB114,2022-07-28T00:00:00,1708
AS_NP26,LOAD,HILSID_1_LD2,HILLSIDE_1_N004,32770_HILLSIDE_115_LD2,22M7_DB114,2022-07-28T00:00:00,1708
AS_SP15,LOAD,HINDS_2_LM-M3,JHINDS_2_LN001,25406_J.HINDS _230_LDM1,22M7_DB114,2022-07-28T00:00:00,1709
AS_SP26,LOAD,HINDS_2_LM-M3,JHINDS_2_LN001,25406_J.HINDS _230_LDM1,22M7_DB114,2022-07-28T00:00:00,1709
AS_SP15,LOAD,HINDS_7_PUMPS1,HINDSP1_7_B1,28064_HINDS P1_ 6.9_LDM1,22M7_DB114,2022-07-28T00:00:00,1710
AS_SP26,LOAD,HINDS_7_PUMPS1,HINDSP1_7_B1,28064_HINDS P1_ 6.9_LDM1,22M7_DB114,2022-07-28T00:00:00,1710
AS_SP26,LOAD,HINDS_7_PUMPS2,HINDSP2_7_B1,28066_HINDS P2_ 6.9_LDM1,22M7_DB114,2022-07-28T00:00:00,1711
AS_SP15,LOAD,HINDS_7_PUMPS2,HINDSP2_7_B1,28066_HINDS P2_ 6.9_LDM1,22M7_DB114,2022-07-28T00:00:00,1711
AS_SP26,GEN,HINSON_6_CARBGN,CARBOGEN_7_B1,24020_CARBOGEN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1712
AS_SP15,GEN,HINSON_6_CARBGN,CARBOGEN_7_B1,24020_CARBOGEN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1712
AS_SP15,GEN,HINSON_6_LBECH1,LBEACH1G_7_N001,24078_LBEACH1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1713
AS_SP26,GEN,HINSON_6_LBECH1,LBEACH1G_7_N001,24078_LBEACH1G_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1713
AS_SP15,GEN,HINSON_6_LBECH2,LBEACH2G_7_N001,24170_LBEACH2G_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1714
AS_SP26,GEN,HINSON_6_LBECH2,LBEACH2G_7_N001,24170_LBEACH2G_13.8_GU2,22M7_DB114,2022-07-28T00:00:00,1714
AS_SP15,GEN,HINSON_6_LBECH3,LBEACH3G_7_N001,24171_LBEACH3G_13.8_GU3,22M7_DB114,2022-07-28T00:00:00,1715
AS_SP26,GEN,HINSON_6_LBECH3,LBEACH3G_7_N001,24171_LBEACH3G_13.8_GU3,22M7_DB114,2022-07-28T00:00:00,1715
AS_SP15,GEN,HINSON_6_LBECH4,LBEACH4G_7_N001,24172_LBEACH4G_13.8_GU4,22M7_DB114,2022-07-28T00:00:00,1716
AS_SP26,GEN,HINSON_6_LBECH4,LBEACH4G_7_N001,24172_LBEACH4G_13.8_GU4,22M7_DB114,2022-07-28T00:00:00,1716
AS_SP26,LOAD,HINSON_6_LD1,HINSON_6_N001,24064_HINSON  _66.0_LD1,22M7_DB114,2022-07-28T00:00:00,1717
AS_SP15,LOAD,HINSON_6_LD1,HINSON_6_N001,24064_HINSON  _66.0_LD1,22M7_DB114,2022-07-28T00:00:00,1717
AS_SP26,GEN,HINSON_6_SERRGN,SERRFGEN_7_B1,24139_SERRFGEN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1718
AS_SP15,GEN,HINSON_6_SERRGN,SERRFGEN_7_B1,24139_SERRFGEN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1718
AS_SP15,LOAD,HINSON_7_GN-EAST AUX,LBEACH2G_7_N002,24170_LBEACH2G_13.8_LDAX,22M7_DB114,2022-07-28T00:00:00,1719
AS_SP26,LOAD,HINSON_7_GN-EAST AUX,LBEACH2G_7_N002,24170_LBEACH2G_13.8_LDAX,22M7_DB114,2022-07-28T00:00:00,1719
