PNODE_ID,AS_ID,RES_TYPE,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Long,Unnamed: 10,LINK
MRGT_6_NODE1,AS_SP26,GEN,MRGT_6_MEF2,22487_MEF MR2 _13.8_GUQ,22M7_DB114,2022-07-28 0:00:00,2518,32.87603634,-117.1655337,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MRGT_6_NODE1
MESARIM_6_N012,AS_SP26,LOAD,MESARM_6_LD30,22444_MESA RIM_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2348,32.90519416,-117.1731609,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESARIM_6_N012
MESARIM_6_N001,AS_SP26,LOAD,MESARM_6_LD31,22444_MESA RIM_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2349,32.90487943,-117.1734469,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESARIM_6_N001
MESARIM_6_N008,AS_SP15,LOAD,MESARM_6_LD32,22444_MESA RIM_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2350,32.90495445,-117.1728972,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESARIM_6_N008
MESARIM_6_N007,AS_SP26,LOAD,MESARM_6_LD33,22444_MESA RIM_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2351,32.90475475,-117.1730793,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MESARIM_6_N007
MIRAMAR_6_N017,AS_SP26,LOAD,MIRMAR_6_LD30,22480_MIRAMAR _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2397,32.89421848,-117.1357881,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MIRAMAR_6_N017
MIRAMAR_6_N001,AS_SP26,LOAD,MIRMAR_6_LD31,22480_MIRAMAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2398,32.89420967,-117.135496,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MIRAMAR_6_N001
MIRAMAR_6_N004,AS_SP26,LOAD,MIRMAR_6_LD32,22480_MIRAMAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2399,32.8939727,-117.135802,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MIRAMAR_6_N004
MIRAMREF_7_B1,AS_SP15,GEN,MRGT_6_MMAREF,22489_MIRAMREF_13.8_GUEF,22M7_DB114,2022-07-28 0:00:00,2519,32.89401659,-117.1354521,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MIRAMREF_7_B1
SCRIPPS_6_N008,AS_SP15,LOAD,SCRIPS_6_LD30,22756_SCRIPPS _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4410,32.91127459,-117.1125828,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SCRIPPS_6_N008
SCRIPPS_6_N001,AS_SP26,LOAD,SCRIPS_6_LD31,22756_SCRIPPS _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4411,32.91102907,-117.1127976,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SCRIPPS_6_N001
SCRIPPS_6_N013,AS_SP26,LOAD,SCRIPS_6_LD32,22756_SCRIPPS _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4412,32.9110943,-117.112352,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SCRIPPS_6_N013
CHCARITA_1_N004,AS_SP26,LOAD,CCRITA_1_LD40,22124_CHCARITA_138_LD40,22M7_DB114,2022-07-28 0:00:00,578,32.96013546,-117.0900725,can't find the station (statelitle looks like neighborhood,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CHCARITA_1_N004
CHCARITA_1_N008,AS_SP15,LOAD,CCRITA_1_LD41,22124_CHCARITA_138_LD41,22M7_DB114,2022-07-28 0:00:00,579,32.9601199,-117.0898954,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CHCARITA_1_N008
CHCARITA_1_N001,AS_SP26,LOAD,CCRITA_1_LD42,22124_CHCARITA_138_LD42,22M7_DB114,2022-07-28 0:00:00,580,32.95999968,-117.0900387,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CHCARITA_1_N001
CHCARITA_1_N012,AS_SP15,GEN,CCRITA_7_RPPCHF,22124_CHCARITA_138_GUM1,22M7_DB114,2022-07-28 0:00:00,581,32.96000101,-117.0898248,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=CHCARITA_1_N012
POMERADO_6_N001,AS_SP15,LOAD,POMRDO_6_LD31,22664_POMERADO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3641,32.94154767,-117.0328017,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=POMERADO_6_N001
POMERADO_6_N008,AS_SP15,LOAD,POMRDO_6_LD32,22664_POMERADO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3642,32.94121451,-117.0331609,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=POMERADO_6_N008
POMERADO_6_N004,AS_SP26,LOAD,POMRDO_6_LD33,22664_POMERADO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3643,32.94119401,-117.0324755,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=POMERADO_6_N004
POWAY_6_N001,AS_SP26,LOAD,POWAY_6_LD30,22668_POWAY  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3656,32.97869735,-117.0314377,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=POWAY_6_N001
POWAY_6_N010,AS_SP26,LOAD,POWAY_6_LD31,22668_POWAY  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3657,32.97870402,-117.031188,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=POWAY_6_N010
RCARMEL_6_N004,AS_SP26,LOAD,RCHCML_6_LD31,22676_R.CARMEL_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3728,32.99362539,-117.0780601,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RCARMEL_6_N004
RCARMEL_6_N011,AS_SP26,LOAD,RCHCML_6_LD32,22676_R.CARMEL_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3729,32.99362074,-117.077956,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RCARMEL_6_N011
RCARMEL_6_N001,AS_SP26,LOAD,RCHCML_6_LD33,22676_R.CARMEL_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3730,32.99363878,-117.0773916,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RCARMEL_6_N001
BERNARDO_6_N014,AS_SP15,LOAD,BENRDO_6_LD30,22056_BERNARDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,256,33.02170605,-117.0962795,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BERNARDO_6_N014
BERNARDO_6_N001,AS_SP26,LOAD,BENRDO_6_LD31,22056_BERNARDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,257,33.02149182,-117.0960007,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BERNARDO_6_N001
BERNARDO_6_N013,AS_SP26,LOAD,BENRDO_6_LD32,22056_BERNARDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,258,33.02145283,-117.0963228,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BERNARDO_6_N013
BERNARDO_6_N009,AS_SP15,LOAD,BENRDO_6_LD33,22056_BERNARDO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,259,33.02150013,-117.0967119,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BERNARDO_6_N009
BERNARDO_6_N002,AS_SP26,LOAD,BENRDO_6_LD34,22056_BERNARDO_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,260,33.02121358,-117.0963061,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BERNARDO_6_N002
ARTESN_6_N001,AS_SP26,LOAD,ARTESN_6_LD32,22009_ARTESN _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,135,33.02122758,-117.1341006,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ARTESN_6_N001
RSNTAFE_6_N008,AS_SP15,LOAD,RCHSFE_6_LD20,22680_R.SNTAFE_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,3733,33.01443317,-117.1985582,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RSNTAFE_6_N008
RSNTAFE_6_N001,AS_SP26,LOAD,RCHSFE_6_LD30,22680_R.SNTAFE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3734,33.01425524,-117.1986737,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RSNTAFE_6_N001
RSNTAFE_6_N009,AS_SP26,LOAD,RCHSFE_6_LD31,22680_R.SNTAFE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3735,33.01416246,-117.1984397,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=RSNTAFE_6_N009
DELMAR_6_N010,AS_SP26,LOAD,DELMAR_6_LD31,22160_DEL MAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,947,32.98069889,-117.2555987,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=DELMAR_6_N010
DELMAR_6_N011,AS_SP26,LOAD,DELMAR_6_LD32,22160_DEL MAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,948,32.98068539,-117.2552255,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=DELMAR_6_N011
ENCNITAS_6_N001,AS_SP26,LOAD,ENCNTS_6_LD20,22252_ENCNITAS_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,1267,33.05071225,-117.2853193,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ENCNITAS_6_N001
ENCNITAS_6_N004,AS_SP15,LOAD,ENCNTS_6_LD30,22252_ENCNITAS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1268,33.05058023,-117.2854145,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ENCNITAS_6_N004
ENCNITAS_6_N011,AS_SP26,LOAD,ENCNTS_6_LD31,22252_ENCNITAS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1269,33.05053913,-117.2851851,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ENCNITAS_6_N011
WARENCYN_6_N002,AS_SP26,LOAD,WRNCYN_6_LD20,22880_WARENCYN_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,5338,33.01545557,-117.0023576,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=WARENCYN_6_N002
WARENCYN_6_N001,AS_SP26,LOAD,WRNCYN_6_LD30,22880_WARENCYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,5339,33.01545588,-117.0020028,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=WARENCYN_6_N001
BLM W_2_COSBT1GN,AS_SP26,GEN,BLM W_2_COSBT1,GN-COSBT1_GU,22M7_DB114,2022-07-28 0:00:00,342,33.13704175,-117.3354643,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=BLM W_2_COSBT1GN
ENCINA_1_N049,AS_SP26,LOAD,ENCINA_1_GN-A1XA2,22228_ENCINA _138_LDA1,22M7_DB114,2022-07-28 0:00:00,1264,33.13649609,-117.3354317,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ENCINA_1_N049
ENCINA_1_N001,AS_SP26,LOAD,ENCINA_1_GN-A4XA5,22228_ENCINA _138_LDA4,22M7_DB114,2022-07-28 0:00:00,1265,33.136709,-117.3348233,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=ENCINA_1_N001
OCEANSDE_6_N001,AS_SP26,LOAD,OCNSDE_6_LD30,22584_OCEANSDE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2707,33.19682652,-117.3819731,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=OCEANSDE_6_N001
OCEANSDE_6_N002,AS_SP26,LOAD,OCNSDE_6_LD31,22584_OCEANSDE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2708,33.19681509,-117.3817358,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=OCEANSDE_6_N002
SANLUSRY_6_N101,AS_SP15,LOAD,SANLUS_6_LD33,22708_SANLUSRY_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3918,33.21143111,-117.3349068,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANLUSRY_6_N101
SANLUSRY_6_N201,AS_SP15,LOAD,SANLUS_6_LD34,22708_SANLUSRY_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,3919,33.21163841,-117.3339545,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=SANLUSRY_6_N201
MELROSE_6_N001,AS_SP15,LOAD,MELRSE_6_LD30,22440_MELROSE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2327,33.20669687,-117.2529938,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MELROSE_6_N001
MELROSE_6_N009,AS_SP15,LOAD,MELRSE_6_LD31,22440_MELROSE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2328,33.20664369,-117.2525929,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MELROSE_6_N009
MELROSE_6_N005,AS_SP26,LOAD,MELRSE_6_LD32,22440_MELROSE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2329,33.20633634,-117.2532469,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MELROSE_6_N005
MELROSE_6_N004,AS_SP26,LOAD,MELRSE_6_LD33,22440_MELROSE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2330,33.20637034,-117.2527908,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MELROSE_6_N004
MOROHILL_6_N001,AS_SP15,LOAD,MOROHL_6_LD30,22528_MOROHILL_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2483,33.2522007,-117.3003204,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MOROHILL_6_N001
PENDLETN_6_N004,AS_SP15,LOAD,PNDLTN_6_LD30,22640_PENDLETN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3626,33.30916777,-117.3352508,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PENDLETN_6_N004
PENDLETN_6_N001,AS_SP15,LOAD,PNDLTN_6_LD31,22640_PENDLETN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3627,33.30918349,-117.3349656,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PENDLETN_6_N001
MONSRATE_6_N001,AS_SP15,LOAD,MNSRTE_6_LD30,22512_MONSRATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2429,33.32905287,-117.2355635,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MONSRATE_6_N001
MONSRATE_6_N007,AS_SP26,LOAD,MNSRTE_6_LD31,22512_MONSRATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2430,33.32915593,-117.2352391,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=MONSRATE_6_N007
AVOCADO_6_N002,AS_SP26,LOAD,AVOCDO_6_LD31,22020_AVOCADO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,171,33.38470052,-117.2370801,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=AVOCADO_6_N002
AVOCADO_6_N001,AS_SP15,LOAD,AVOCDO_6_LD32,22020_AVOCADO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,172,33.3846983,-117.2367474,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=AVOCADO_6_N001
PLOALTO_1_N019,AS_NP15,GEN,PALALT_7_COBUG,38028_PLO ALTO_115_GUM1,22M7_DB114,2022-07-28 0:00:00,2839,33.35920034,-117.111482,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N019
PLOALTO_1_N013,AS_NP26,LOAD,PALALT_1_LD1,38028_PLO ALTO_115_LD1,22M7_DB114,2022-07-28 0:00:00,2836,33.35582424,-117.1125309,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N013
PLOALTO_1_N001,AS_NP26,LOAD,PALALT_1_LD2,38028_PLO ALTO_115_LD2,22M7_DB114,2022-07-28 0:00:00,2837,33.35584386,-117.1125106,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N001
PLOALTO_1_N007,AS_NP26,LOAD,PALALT_1_LD3,38028_PLO ALTO_115_LD3,22M7_DB114,2022-07-28 0:00:00,2838,33.3557237,-117.1122209,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PLOALTO_1_N007
PALA_6_N001,AS_SP15,LOAD,PALA_6_LD30,22624_PALA _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2840,33.35607115,-117.1123405,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALA_6_N001
LILAC_6_N010,AS_SP26,LOAD,LILIAC_6_LD31,22405_LILACGEN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2121,33.25334054,-117.0859586,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LILAC_6_N010
LILAC_6_N001,AS_SP26,LOAD,LILIAC_6_LD32,22405_LILACGEN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2122,33.25332439,-117.0857127,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=LILAC_6_N001
PALOMAR_1_N013,AS_SP26,LOAD,PARPRT_1_LD40,22632_PALOMAR _138_LD40,22M7_DB114,2022-07-28 0:00:00,2865,33.12302948,-117.2878474,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N013
PALOMAR_1_N004,AS_SP15,LOAD,PARPRT_1_LD41,22632_PALOMAR _138_LD41,22M7_DB114,2022-07-28 0:00:00,2866,33.12302948,-117.2878474,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N004
PALOMAR_1_N001,AS_SP26,LOAD,PARPRT_1_LD42,22632_PALOMAR _138_LD42,22M7_DB114,2022-07-28 0:00:00,2867,33.12275563,-117.2876275,,http://oasis.caiso.com/oasisapi/SingleZip?resultformat=6&queryname=PRC_RTPD_LMP&version=3&startdatetime=20220901T07:00-0000&enddatetime=20220905T07:00-0000&market_run_id=RTPD&node=PALOMAR_1_N001
