OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len
"85221","304023","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/documents/presentation-preliminaryreliabilityassessmentresults-sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,IMPERIAL BEACH,SOUTH BAY,5103.344640682359568
"85369","304216","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,ESCONDIDO,TALEGA,98369.091787754296092
"85398","304270","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SAN YSIDRO,BORDER TAP,13273.327882051800771
"85453","304347","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BORDER TAP,OTAY LAKE,1417.611237723089971
"85476","304334","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LOS COCHES,CREELMAN,23123.988432094000018
"85484","304345","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,OLD TOWN,PACIFIC BEACH,7372.355849626000236
"85539","304410","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/dudek/sbsrp/DR_16_SDGE_combined.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BERNARDO,BERNARDO TAP,8621.616577298169432
"85648","304542","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP302696,CHOLLAS,11900.539407232399753
"85656","304549","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP308035,GLENCLIFF,116.404939641168994
"85659","304552","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,JAMACHA TAP,GRANITE HILLS TAP,9631.290042497490504
"85749","304666","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,MISSION,CARLTON HILLS TAP,15791.155821401500361
"85789","304737","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,VALLEY,AULD,21195.691800629301724
"85826","304752","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,ENCINA,SAN LUIS REY,14074.220578430000387
"85922","304868","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/2b5d/2b5db469fef0.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,POWAY,RANCHO CARMEL,7011.719829694650798
"85974","304922","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,MIGUEL,SYCAMORE CANYON,53506.634148565601208
"86020","304974","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP310795,UNKNOWN301797,15064.157398813900727
"86042","305010","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MELROSE,MORRO HILL,11579.285151852700437
"86070","305040","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SWEETWATER,MIGUEL,13270.956283524399623
"86104","305075","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP310795,VALLEY CENTER,1077.559820069760008
"86183","305204","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LILAC,PALA,17039.655283718799183
"86201","305213","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/reti/documents/2008-11-12_local_agencies/maps/CREZ_Southern_CA.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,DUNHILL,DUNHILL TAP,114.347123369608994
"86202","305197","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ASH,NOT AVAILABLE,5792.190898746020139
"86242","305246","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,NOT AVAILABLE,LILAC,16701.131617900500714
"86262","305274","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,STREAMVIEW,CHOLLAS,4125.727263082540048
"86264","305276","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ESCO,WARREN CANYON TAP,18509.487489540100796
"86342","305376","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SAN LUIS REY,PENDLETON,14602.275015344699568
"86360","305392","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/12/05,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LA JOLLA,ROSE CANYON,4487.402918709720325
"86418","305457","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2019/01/23,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,GENESEE,RISER310191,3001.110380116880606
"86427","305465","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/reti/documents/2008-11-12_local_agencies/maps/CREZ_Southern_CA.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,PENASQUITOS,DOUBLETT,3562.688448704369875
"86459","305517","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/08/22,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ROSE CANYON,EASTGATE,16213.396285174700097
"86704","305799","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PTOProposedMitigationSolutions-Sep25_2014.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,POMERADO,SYCAMORE CANYON,3693.765670786289775
"86747","305843","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,ENCINA,SAN LUIS REY,14057.621679664600379
"86846","305969","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf; Cal Iso Chula Vista Expansion Project",2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BORDER,LARKSPUR ENERGY,648.389775871176994
"87005","306145","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SAN MARCOS,TAP302513,12202.151711591701314
"87256","306451","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,NEWCOMB TAP,SKYLARK,22159.218756469301297
"87275","306572","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,PARADISE,SUNNYSIDE,6510.242383151009562
"87284","306477","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/NR/rdonlyres/AEDFD614-B96D-4C26-8DAB-BB23046DB98C/0/April172012cpucworkshopv7.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,MISSION,FRIARS,2639.040461256749950
"87642","306914","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SANTA YSABEL,NOT AVAILABLE,13437.838692739400358
"87674","306950","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,PALOMAR,ESCONDIDO,23676.190385717298341
"87697","306980","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,SAN LUIS REY,PALOMAR,14372.568762432700169
"87714","306999","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,PAUBA,TRITON,15098.876062213999830
"87721","307006","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2019/01/22,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,SHADOWRIDGE,SAN LUIS REY,14714.592834740700710
"87858","307173","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,NORTH ISLAND QF,NORTH ISLAND,1329.876311002380135
"87861","307191","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/dudek/sbsrp/DR_16_SDGE_combined.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,UCSD,GENESEE,1113.954029931290052
"87927","307258","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/documents/presentation-preliminaryreliabilityassessmentresults-sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,JAPANESE MESA,LAS PULGAS,12853.070999545599989
"87996","307359","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,OTAY,SOUTH BAY,6350.299272365020443
"88027","307376","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,OTAY MESA,MIGUEL,17009.278725355099596
"88055","307414","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/2b5d/2b5db469fef0.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,JAMACHA,EL CAJON,9251.584887856150090
"88072","307423","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,OTAY,SOUTH BAY,7317.686157701329648
"88127","307494","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/dudek/sbsrp/DR_16_SDGE_combined.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,OLIVANHAIN,ESCONDIDO,9901.992942048318582
"88135","307503","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BORDER TAP,BORDER,4894.345023813710213
"88262","307655","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,AULD,MORAGA,15757.407266871699903
"88351","307766","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,RINCON,TAP310795,13733.714159763299904
"88450","307880","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,IMPERIAL IRRIGATION DISTRICT,92.000000000000000,UNDER 100,N,SUPERSTITION,SAN FELIPE,51552.146942146297079
"88485","307927","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,SANTEE,LOS COCHES,14170.637844201099142
"88560","308018","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,AULD,MORAGA,17246.180726048198267
"88561","308020","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/reti/documents/2008-11-12_local_agencies/maps/CREZ_Southern_CA.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,PENASQUITOS,TORREY PINES,5044.197252382209626
"88564","308023","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,WARREN CANYON TAP,WARREN CANYON,4105.992634688260296
"88884","308390","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2019/01/07,"ANZA ELECTRIC COOPERATIVE, INC.",34.000000000000000,UNDER 100,N,TONY LAPPOS,LAKE RIVERSIDE,20035.491349627398449
"89062","308596","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/10/19,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LOVELAND,LOS COCHES,22240.335730684400914
"89091","308635","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BERNARDO,RANCHO CARMEL,5925.644636567270027
"89142","308723","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,TRITON,AULD,10171.887324480901952
"89154","308712","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,SOUTH BAY,TELEGRAPH CANYON,12592.437839140800861
"89226","308794","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,PAUBA,PECHANGA,14527.786754972799827
"89254","308822","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,SAN LUIS REY,SAN ONOFRE,34285.514055258703593
"89259","308836","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,GRANITE HILLS,GRANITE HILLS TAP,4098.901819992360288
"89284","308864","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,JAMACHA,MIGUEL,16837.908913578401553
"89319","308906","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/21,IMAGERY/OTHER,2019/02/21,NOT AVAILABLE,69.000000000000000,UNDER 100,Y,OTAY MESA,UNKNOWN309070,8539.816167395840239
"89358","308953","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,IID,92.000000000000000,UNDER 100,N,SAN FELIPE,NARROWS,21141.134045520298969
"89528","309154","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/08/22,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP302696,WABASH,12846.467988979400616
"89538","309171","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/06/02,IMAGERY,2017/06/02,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,Y,EL CAJON ENERGY CENTER,EL CAJON,89.395045850911700
"89544","309189","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-Draft2013-2014TransmissionPlanStakeholderMeetingFeb12_2014.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ESCONDIDO,FELICIA,8573.469685980440772
"89699","309350","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://www.portofsandiego.org/component/docman/doc_download/676-sdgae-shore-power-feasability-study.html,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SAMPSON,CORONADO,4087.410019420080062
"89885","309575","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/SDGE_2012-2013ProposedSolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MMC CHULA,OTAY,485.197873128698916
"89913","309656","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/dudek/sbsrp/DR_16_SDGE_combined.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,POINT LOMA,CABRILLO,5354.968798579819122
